Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SEA 25,0,0,Rashaad Penny left tackle for 10 yards (tackle by Jaylinn Hawkins),0.610,1.270
1,14:30,1,10,SEA 35,0,0,Geno Smith pass complete short right to Tyler Lockett for 5 yards (tackle by Rashaan Evans),1.270,1.400
1,13:56,2,5,SEA 40,0,0,Rashaad Penny left guard for 11 yards (tackle by Richie Grant),1.400,2.320
1,13:24,1,10,ATL 49,0,0,Rashaad Penny right tackle for 14 yards (tackle by Casey Hayward),2.320,3.250
1,12:46,1,10,ATL 35,0,0,Geno Smith pass complete short right to Kenneth Walker for 3 yards (tackle by Troy Andersen),3.250,3.110
1,12:13,2,7,ATL 32,0,0,Kenneth Walker right guard for -2 yards (tackle by Rashaan Evans),3.110,2.150
1,11:33,3,9,ATL 34,0,0,Geno Smith pass complete short right to D.K. Metcalf for 13 yards (tackle by AJ Terrell),2.150,4.170
1,11:28,1,10,ATL 21,0,0,Travis Homer right guard for 7 yards (tackle by Grady Jarrett),4.170,4.740
1,11:08,2,3,ATL 14,0,0,Rashaad Penny left guard for no gain (tackle by Rashaan Evans and Ta'Quon Graham),4.740,4.020
1,10:27,3,3,ATL 14,0,0,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by AJ Terrell),4.020,2.610
1,10:23,4,3,ATL 14,0,3,Jason Myers 32 yard field goal good,2.610,3.000
1,10:19,,,SEA 35,0,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,10:19,1,10,ATL 25,0,3,Marcus Mariota pass incomplete deep middle intended for Kyle Pitts,0.610,0.060
1,10:13,2,10,ATL 25,0,3,Cordarrelle Patterson right tackle for 6 yards (tackle by Jordyn Brooks and Cody Barton),0.060,0.170
1,9:30,3,4,ATL 31,0,3,Marcus Mariota pass complete short middle to Kyle Pitts for 14 yards (tackle by Michael Jackson),0.170,1.930
1,8:49,1,10,ATL 45,0,3,"Cordarrelle Patterson right tackle for 4 yards (tackle by Josh Jones and Poona Ford). Penalty on Bryan Mone: Defensive Holding, 5 yards (accepted)",1.930,2.520
1,8:23,1,10,SEA 46,0,3,Marcus Mariota pass complete short middle to Anthony Firkser for 22 yards (tackle by Michael Jackson),2.520,3.970
1,7:40,1,10,SEA 24,0,3,Marcus Mariota pass complete short right to Kyle Pitts for 21 yards (tackle by Josh Jones),3.970,6.510
1,7:20,1,3,SEA 3,0,3,"Marcus Mariota pass incomplete short right intended for Kyle Pitts. Penalty on Michael Jackson: Defensive Holding, 2 yards (accepted) (no play)",6.510,6.970
1,7:13,1,1,SEA 1,6,3,"Marcus Mariota right end for no gain (tackle by Cody Barton) ATL challenged the runner broke the plane ruling, and the original play was overturned. Marcus Mariota for 1 yard, touchdown",6.970,7.000
1,7:10,,,SEA 15,7,3,Younghoe Koo kicks extra point good,0.000,0.000
1,7:10,,,ATL 35,7,3,"Bradley Pinion kicks off 61 yards, returned by DeeJay Dallas for 22 yards (tackle by Erik Harris and Dean Marlowe)",0.000,0.670
1,7:03,1,10,SEA 26,7,3,Geno Smith pass complete short middle to D.K. Metcalf for 14 yards (tackle by Jaylinn Hawkins),0.670,1.600
1,6:32,1,10,SEA 40,7,3,Rashaad Penny left guard for 5 yards (tackle by Rashaan Evans and Ta'Quon Graham),1.600,1.730
1,6:00,2,5,SEA 45,7,3,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Rashaan Evans),1.730,1.550
1,5:30,3,1,SEA 49,7,3,Geno Smith pass complete deep right to Colby Parkinson for 36 yards (tackle by Jaylinn Hawkins),1.550,4.580
1,4:53,1,10,ATL 15,7,3,Rashaad Penny left tackle for -3 yards (tackle by Grady Jarrett),4.580,3.560
1,4:16,2,13,ATL 18,7,9,"Geno Smith pass complete deep middle to Will Dissly for 18 yards, touchdown",3.560,7.000
1,4:12,,,ATL 15,7,10,Jason Myers kicks extra point good,0.000,0.000
1,4:12,,,SEA 35,7,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,4:12,1,10,ATL 25,7,10,Marcus Mariota scrambles right tackle for 6 yards (tackle by Jordyn Brooks),0.610,0.870
1,3:31,2,4,ATL 31,7,10,Tyler Allgeier right guard for 7 yards (tackle by Al Woods),0.870,1.470
1,2:50,1,10,ATL 38,7,10,Marcus Mariota pass complete deep right to Olamide Zaccheaus for 23 yards (tackle by Tariq Woolen),1.470,2.980
1,2:02,1,10,SEA 39,7,10,Marcus Mariota pass incomplete deep right intended for Drake London (defended by Michael Jackson),2.980,2.440
1,1:55,2,10,SEA 39,7,10,Marcus Mariota pass complete deep right to Kyle Pitts for 28 yards (tackle by Josh Jones),2.440,4.840
1,1:09,1,10,SEA 11,7,10,Cordarrelle Patterson left guard for 4 yards (tackle by Jordyn Brooks and Tariq Woolen),4.840,4.890
1,0:31,2,6,SEA 7,7,10,"Marcus Mariota pass incomplete short middle intended for Drake London. Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",4.890,3.330
1,0:23,2,16,SEA 17,7,10,"Marcus Mariota sacked by Coby Bryant for -6 yards. Penalty on Jake Matthews: Offensive Holding, 10 yards (declined)",3.330,2.010
1,0:17,3,22,SEA 23,7,10,"Marcus Mariota pass incomplete intended for Drake London. Penalty on Drake London: Illegal Touch Pass, 5 yards (declined)",2.010,1.930
1,0:11,4,22,SEA 23,10,10,Younghoe Koo 41 yard field goal good,1.930,3.000
1,0:07,,,ATL 35,10,10,"Bradley Pinion kicks off 62 yards, returned by DeeJay Dallas for 30 yards (tackle by Mike Ford and Dean Marlowe)",0.000,1.140
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 33,10,10,Geno Smith pass complete short right to Tyler Lockett for 8 yards,1.140,1.670
2,14:38,2,2,SEA 41,10,10,Geno Smith left tackle for -3 yards (tackle by Grady Jarrett),1.670,0.560
2,13:54,3,5,SEA 38,10,10,Geno Smith pass incomplete short right intended for D.K. Metcalf,0.560,-0.850
2,13:50,4,5,SEA 38,10,10,Michael Dickson punts 51 yards out of bounds,-0.850,0.370
2,13:43,1,10,ATL 11,10,10,Cordarrelle Patterson right guard for 1 yard (tackle by Al Woods),-0.370,-0.710
2,13:00,2,9,ATL 12,10,10,Marcus Mariota pass complete deep right to Drake London for 30 yards (tackle by Michael Jackson),-0.710,1.730
2,12:19,1,10,ATL 42,10,10,Cordarrelle Patterson left tackle for no gain (tackle by Boye Mafe and Quinton Jefferson),1.730,1.190
2,11:41,2,10,ATL 42,10,10,Marcus Mariota sacked by Quinton Jefferson for -9 yards,1.190,-0.690
2,11:00,3,19,ATL 33,10,10,Marcus Mariota pass complete deep left to Olamide Zaccheaus for 26 yards (tackle by Josh Jones),-0.690,2.850
2,10:26,1,10,SEA 41,10,10,Tyler Allgeier right end for 3 yards (tackle by Cody Barton),2.850,2.710
2,9:41,2,7,SEA 38,10,10,Marcus Mariota scrambles left end for 2 yards (tackle by Jordyn Brooks),2.710,2.280
2,9:01,3,5,SEA 36,10,10,Marcus Mariota pass complete short middle to Kyle Pitts for 19 yards (tackle by Quandre Diggs),2.280,4.440
2,8:18,1,10,SEA 17,16,10,"Cordarrelle Patterson right tackle for 17 yards, touchdown",4.440,7.000
2,8:12,,,SEA 15,17,10,Younghoe Koo kicks extra point good,0.000,0.000
2,8:12,,,ATL 35,17,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,8:12,1,10,SEA 25,17,10,Rashaad Penny left tackle for 3 yards (tackle by Lorenzo Carter and Mykal Walker),0.610,0.470
2,7:31,2,7,SEA 28,17,10,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by AJ Terrell),0.470,-0.230
2,7:26,3,7,SEA 28,17,10,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Casey Hayward),-0.230,1.270
2,6:56,1,10,SEA 35,17,10,Geno Smith pass complete short middle to Noah Fant for 16 yards (tackle by Casey Hayward),1.270,2.320
2,6:27,1,10,ATL 49,17,10,Rashaad Penny left guard for 3 yards (tackle by Rashaan Evans and Anthony Rush),2.320,2.190
2,5:49,2,7,ATL 46,17,10,Geno Smith pass complete short right to Tyler Lockett for 5 yards,2.190,2.150
2,5:20,3,2,ATL 41,17,10,Kenneth Walker left tackle for no gain (tackle by AJ Terrell),2.150,0.530
2,4:39,4,2,ATL 41,17,10,Geno Smith pass complete deep left to Marquise Goodwin for 23 yards (tackle by Casey Hayward),0.530,4.370
2,4:04,1,10,ATL 18,17,16,"Geno Smith pass complete deep left to D.K. Metcalf for 18 yards, touchdown",4.370,7.000
2,3:58,,,ATL 15,17,17,Jason Myers kicks extra point good,0.000,0.000
2,3:58,,,SEA 35,17,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,3:58,1,10,ATL 25,17,17,Cordarrelle Patterson right tackle for 2 yards (tackle by Boye Mafe and Jordyn Brooks),0.610,0.330
2,3:23,2,8,ATL 27,17,17,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,0.330,-0.360
2,3:18,3,8,ATL 27,17,17,Marcus Mariota pass incomplete intended for Kyle Pitts,-0.360,-1.570
2,3:12,4,8,ATL 27,17,17,"Bradley Pinion punts 73 yards, touchback.",-1.570,-0.280
2,3:03,1,10,SEA 20,17,17,Geno Smith pass complete short right to Tyler Lockett for 5 yards (tackle by Casey Hayward),0.280,0.410
2,2:40,2,5,SEA 25,17,17,Geno Smith pass incomplete deep left intended for Tyler Lockett (defended by Richie Grant),0.410,-0.300
2,2:33,3,5,SEA 25,17,17,Geno Smith pass complete short left to Colby Parkinson for 8 yards (tackle by Mykal Walker),-0.300,1.140
2,2:00,1,10,SEA 33,17,17,Geno Smith pass complete short middle to Penny Hart for 15 yards (tackle by Richie Grant),1.140,2.130
2,1:43,1,10,SEA 48,17,17,DeeJay Dallas right guard for 16 yards (tackle by Richie Grant),2.130,3.180
2,1:24,1,10,ATL 36,17,17,DeeJay Dallas right guard for 3 yards (tackle by Arnold Ebiketie),3.180,3.040
2,0:58,2,7,ATL 33,17,17,Geno Smith pass incomplete short right intended for Marquise Goodwin,3.040,2.350
2,0:52,3,7,ATL 33,17,17,Geno Smith pass complete short right to D.K. Metcalf for 13 yards (tackle by Casey Hayward),2.350,4.240
2,0:45,1,10,ATL 20,17,17,Geno Smith pass complete short middle to DeeJay Dallas for 7 yards (tackle by Mykal Walker and Grady Jarrett),4.240,4.830
2,0:22,2,3,ATL 13,17,17,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by AJ Terrell),4.830,4.100
2,0:17,3,3,ATL 13,17,17,Geno Smith pass incomplete intended for D.K. Metcalf,4.100,2.670
2,0:09,4,3,ATL 13,17,20,Jason Myers 31 yard field goal good,2.670,3.000
2,0:05,,,SEA 35,17,20,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:05,1,10,ATL 25,17,20,Marcus Mariota pass short middle intended for Drake London is intercepted by Tariq Woolen at ATL-36 and returned for 7 yards (tackle by Parker Hesse),0.610,3.640
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,17,20,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,17,20,Tyler Allgeier right guard for 5 yards (tackle by Jordyn Brooks and Uchenna Nwosu),0.610,0.740
3,14:19,2,5,ATL 30,17,20,Marcus Mariota pass complete short left to Tyler Allgeier for 5 yards (tackle by Al Woods and Jordyn Brooks),0.740,1.270
3,13:41,1,10,ATL 35,17,20,Tyler Allgeier right end for 5 yards (tackle by Jordyn Brooks and Cody Barton),1.270,1.400
3,12:59,2,5,ATL 40,17,20,"Marcus Mariota pass incomplete deep left. Penalty on Quandre Diggs: Roughing the Passer, 15 yards (accepted) (no play)",1.400,2.590
3,12:55,1,10,SEA 45,17,20,Cordarrelle Patterson left guard for 5 yards (tackle by Boye Mafe and Cody Barton),2.590,2.720
3,12:09,2,5,SEA 40,17,20,Marcus Mariota pass complete short left to Cordarrelle Patterson for 12 yards (tackle by Tariq Woolen),2.720,3.710
3,11:27,1,10,SEA 28,17,20,Cordarrelle Patterson right tackle for 4 yards (tackle by Darryl Johnson and Bryan Mone),3.710,3.710
3,11:01,2,6,SEA 24,17,20,Marcus Mariota pass incomplete deep left,3.710,3.010
3,10:55,3,6,SEA 24,17,20,"Penalty on Colby Gossett: False Start, 5 yards (accepted) (no play)",3.010,2.340
3,10:55,3,11,SEA 29,17,20,"Marcus Mariota sacked by Darrell Taylor for -7 yards. Marcus Mariota fumbles (forced by Darrell Taylor), recovered by Kaleb McGary at SEA-36",2.340,0.880
3,10:07,4,18,SEA 36,20,20,Younghoe Koo 54 yard field goal good,0.880,3.000
3,10:00,,,ATL 35,20,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,10:00,1,10,SEA 25,20,20,Geno Smith pass complete short middle to Marquise Goodwin for 8 yards (tackle by Troy Andersen),0.610,1.140
3,9:39,2,2,SEA 33,20,20,Rashaad Penny right tackle for 1 yard (tackle by Anthony Rush),1.140,0.560
3,9:17,3,1,SEA 34,20,20,Geno Smith up the middle for 2 yards (tackle by Troy Andersen),0.560,1.330
3,8:38,1,10,SEA 36,20,20,Rashaad Penny left guard for 6 yards (tackle by Richie Grant and Adetokunbo Ogundeji),1.330,1.600
3,8:12,2,4,SEA 42,20,20,Geno Smith pass complete short middle to Will Dissly for 10 yards (tackle by Mykal Walker),1.600,2.390
3,7:28,1,10,ATL 48,20,20,Kenneth Walker right end for 21 yards (tackle by Rashaan Evans),2.390,3.780
3,6:38,1,10,ATL 27,20,20,Rashaad Penny right tackle for 3 yards (tackle by Ta'Quon Graham and Rashaan Evans),3.780,3.640
3,5:57,2,7,ATL 24,20,20,Geno Smith pass complete short right to Kenneth Walker for 6 yards (tackle by Mykal Walker),3.640,3.840
3,5:19,3,1,ATL 18,20,20,Rashaad Penny right guard for 3 yards (tackle by Rashaan Evans and Richie Grant),3.840,4.580
3,4:49,1,10,ATL 15,20,20,"Penalty on Colby Parkinson: False Start, 5 yards (accepted) (no play)",4.580,4.240
3,4:28,1,15,ATL 20,20,20,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Mykal Walker),4.240,4.280
3,3:49,2,8,ATL 13,20,20,Geno Smith pass complete short right to Will Dissly for 6 yards (tackle by Mykal Walker and Jaylinn Hawkins),4.280,4.680
3,3:18,3,2,ATL 7,20,20,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.680,3.020
3,3:15,,,,,,Timeout #1 by Seattle Seahawks,,
3,3:15,4,1,ATL 6,20,23,Jason Myers 25 yard field goal good,3.020,3.000
3,3:11,,,SEA 35,20,23,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,3:11,1,10,ATL 25,20,23,Cordarrelle Patterson right guard for 40 yards (tackle by Josh Jones),0.610,3.250
3,2:41,1,10,SEA 35,20,23,Cordarrelle Patterson right end for 18 yards (tackle by Cody Barton),3.250,4.440
3,2:05,1,10,SEA 17,20,23,Tyler Allgeier left guard for 3 yards (tackle by Al Woods),4.440,4.320
3,1:26,2,7,SEA 14,20,23,Marcus Mariota left end for no gain (tackle by Tariq Woolen),4.320,3.500
3,0:41,3,7,SEA 14,26,23,"Marcus Mariota pass complete short left to Drake London for 14 yards, touchdown",3.500,7.000
3,0:35,,,SEA 15,27,23,Younghoe Koo kicks extra point good,0.000,0.000
3,0:35,,,ATL 35,27,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,0:35,1,10,SEA 25,27,23,Geno Smith pass complete short left to Rashaad Penny for 3 yards (tackle by Mykal Walker),0.610,0.470
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 28,27,23,Geno Smith pass complete short middle to Noah Fant for 1 yard (tackle by Richie Grant),0.470,-0.100
4,14:16,3,6,SEA 29,27,23,Geno Smith pass complete short middle to DeeJay Dallas for 10 yards (tackle by Rashaan Evans and Nathan Landman),-0.100,1.530
4,13:34,1,10,SEA 39,27,23,DeeJay Dallas left tackle for 2 yards (tackle by Mike Ford),1.530,1.260
4,12:56,2,8,SEA 41,27,23,Geno Smith pass incomplete deep middle intended for D.K. Metcalf (defended by Rashaan Evans),1.260,0.560
4,12:51,3,8,SEA 41,27,23,Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by AJ Terrell),0.560,2.260
4,12:10,1,10,SEA 50,27,23,"Rashaad Penny left guard for no gain (tackle by Rashaan Evans). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",2.260,1.600
4,11:55,1,20,SEA 40,27,23,Geno Smith pass incomplete short middle intended for Marquise Goodwin (defended by Mykal Walker),1.600,0.360
4,11:51,2,20,SEA 40,27,23,Geno Smith pass incomplete deep middle intended for Marquise Goodwin (defended by Rashaan Evans),0.360,-0.300
4,11:46,3,20,SEA 40,27,23,Geno Smith pass complete short middle to Kenneth Walker for 5 yards (tackle by Rashaan Evans),-0.300,-0.390
4,11:00,4,15,SEA 45,27,23,"Michael Dickson punts 51 yards, returned by Avery Williams for 6 yards (tackle by Penny Hart and Isaiah Dunn)",-0.390,0.380
4,10:48,1,10,ATL 10,27,23,Cordarrelle Patterson right tackle for 3 yards (tackle by Al Woods and Darryl Johnson),-0.380,-0.560
4,10:08,2,7,ATL 13,27,23,Marcus Mariota pass complete short right to Drake London for 10 yards (tackle by Poona Ford),-0.560,0.480
4,9:27,1,10,ATL 23,27,23,Cordarrelle Patterson left tackle for 18 yards (tackle by Josh Jones),0.480,1.660
4,8:45,1,10,ATL 41,27,23,Cordarrelle Patterson right end for 6 yards (tackle by Uchenna Nwosu),1.660,1.930
4,8:03,2,4,ATL 47,27,23,Marcus Mariota pass complete short right to Kyle Pitts for 5 yards (tackle by Darrell Taylor),1.930,2.390
4,7:19,1,10,SEA 48,27,23,Tyler Allgeier left guard for 2 yards (tackle by Uchenna Nwosu and Jordyn Brooks),2.390,2.120
4,6:29,2,8,SEA 46,27,23,Avery Williams right end for 9 yards (tackle by Quandre Diggs),2.120,3.120
4,5:52,1,10,SEA 37,27,23,Cordarrelle Patterson left end for 3 yards (tackle by Cody Barton),3.120,2.980
4,5:16,2,7,SEA 34,27,23,"Marcus Mariota for -3 yards. Marcus Mariota fumbles, recovered by Uchenna Nwosu at SEA-37",2.980,-1.400
4,5:12,1,10,SEA 37,27,23,Geno Smith sacked by Lorenzo Carter for -7 yards,1.400,-0.090
4,4:44,2,17,SEA 30,27,23,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Mykal Walker),-0.090,0.560
4,4:13,3,7,SEA 40,27,23,Geno Smith pass complete short left to Noah Fant for 6 yards (tackle by Rashaan Evans),0.560,-0.320
4,3:40,4,1,SEA 46,27,23,Rashaad Penny left guard for 4 yards (tackle by AJ Terrell),-0.320,2.260
4,3:13,1,10,ATL 50,27,23,Geno Smith pass complete deep left to Tyler Lockett for 20 yards (tackle by AJ Terrell),2.260,3.580
4,2:39,1,10,ATL 30,27,23,Rashaad Penny left guard for 6 yards (tackle by Richie Grant),3.580,3.840
4,2:16,2,4,ATL 24,27,23,"Geno Smith pass complete short left to Rashaad Penny for 13 yards (tackle by Mike Ford). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",3.840,2.490
4,2:05,2,14,ATL 34,27,23,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by AJ Terrell),2.490,2.610
4,2:00,3,8,ATL 28,27,23,Geno Smith sacked by Grady Jarrett for -10 yards,2.610,0.720
4,1:30,4,18,ATL 38,27,23,Geno Smith pass deep right intended for Tyler Lockett is intercepted by Richie Grant at ATL-6 and returned for 12 yards,0.720,-0.040
4,1:17,1,10,ATL 18,27,23,Cordarrelle Patterson right guard for 5 yards (tackle by Darrell Taylor),0.040,0.280
4,1:12,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:12,2,5,ATL 23,27,23,Cordarrelle Patterson right guard for 5 yards (tackle by Poona Ford),0.280,0.810
4,1:06,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:06,1,10,ATL 28,27,23,Marcus Mariota kneels for -1 yards,0.810,0.130
4,0:36,2,11,ATL 27,27,23,Marcus Mariota kneels for -1 yards,0.130,-0.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
