Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Robbie Gould kicks off 67 yards, returned by Avery Williams for 28 yards (tackle by George Odum)",0.000,0.670
1,14:53,1,10,ATL 26,0,0,Marcus Mariota pass complete short right to Avery Williams for 2 yards (tackle by Fred Warner and Dre Greenlaw),0.670,0.400
1,14:12,2,8,ATL 28,0,0,Tyler Allgeier left end for 6 yards (tackle by Kevin Givens),0.400,0.500
1,13:40,3,2,ATL 34,0,0,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 37 yards (tackle by Tashaun Gipson),0.500,3.640
1,12:55,1,10,SFO 29,0,0,Tyler Allgeier right guard for 3 yards (tackle by Hassan Ridgeway),3.640,3.510
1,12:17,2,7,SFO 26,0,0,Marcus Mariota pass complete short left to Kyle Pitts for 6 yards (tackle by Dre Greenlaw),3.510,3.600
1,11:47,3,1,SFO 20,0,0,Marcus Mariota right tackle for 5 yards (tackle by Kerry Hyder),3.600,4.580
1,11:11,1,10,SFO 15,0,0,Caleb Huntley right tackle for 3 yards (tackle by Samson Ebukam),4.580,4.450
1,10:33,2,7,SFO 12,0,0,Caleb Huntley right guard for 5 yards (tackle by Tarvarius Moore and Oren Burks),4.450,4.680
1,9:54,3,2,SFO 7,0,0,Caleb Huntley right tackle for 2 yards (tackle by Hassan Ridgeway),4.680,6.060
1,9:12,1,5,SFO 5,0,0,Caleb Huntley right tackle for 3 yards (tackle by Charvarius Ward and Samson Ebukam),6.060,5.720
1,8:51,2,2,SFO 2,0,6,"Marcus Mariota pass complete short right to MyCole Pruitt for 2 yards, touchdown",5.720,7.000
1,8:46,,,SFO 15,0,7,Younghoe Koo kicks extra point good,0.000,0.000
1,8:46,,,ATL 35,0,7,"Bradley Pinion kicks off 65 yards, returned by Ray-Ray McCloud for 28 yards (tackle by Nick Kwiatkoski)",0.000,0.810
1,8:39,1,10,SFO 28,0,7,Jeff Wilson left guard for 3 yards (tackle by Troy Andersen and Grady Jarrett),0.810,0.670
1,8:03,2,7,SFO 31,0,7,Jeff Wilson right end for 3 yards (tackle by Richie Grant),0.670,0.370
1,7:19,3,4,SFO 34,0,7,Jimmy Garoppolo pass incomplete short middle intended for Jauan Jennings,0.370,-1.110
1,7:12,4,4,SFO 34,0,7,"Mitch Wishnowsky punts 53 yards, returned by Avery Williams for 19 yards (tackle by Samuel Womack)",-1.110,-1.070
1,6:58,1,10,ATL 32,0,7,Tyler Allgeier right end for 1 yard (tackle by Samson Ebukam and Oren Burks),1.070,0.660
1,6:20,2,9,ATL 33,0,7,Marcus Mariota pass complete short middle to Drake London for 15 yards (tackle by Tashaun Gipson),0.660,2.130
1,5:42,1,10,ATL 48,0,7,Caleb Huntley right end for 1 yard (tackle by Fred Warner and Oren Burks),2.130,1.720
1,5:03,2,9,ATL 49,0,7,"Penalty on Kyle Pitts: False Start, 5 yards (accepted) (no play)",1.720,1.040
1,4:41,2,14,ATL 44,0,7,"Marcus Mariota pass complete short right to Avery Williams for 9 yards (tackle by Dre Greenlaw and Dontae Johnson). Penalty on Drew Dalman: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",1.040,-0.310
1,4:20,2,24,ATL 34,0,7,Avery Williams right guard for 3 yards (tackle by Charles Omenihu and Akeem Spence),-0.310,-0.560
1,3:47,3,21,ATL 37,0,7,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 9 yards (tackle by Fred Warner),-0.560,-0.320
1,3:07,4,12,ATL 46,0,7,"Bradley Pinion punts 43 yards, fair catch by Ray-Ray McCloud at SF-11",-0.320,0.370
1,2:59,1,10,SFO 11,0,7,Jimmy Garoppolo pass complete short right to Deebo Samuel for 7 yards (tackle by Arnold Ebiketie),-0.370,0.000
1,2:21,2,3,SFO 18,0,7,Jeff Wilson left tackle for 2 yards (tackle by Isaiah Oliver and Grady Jarrett),0.000,-0.370
1,1:36,3,1,SFO 20,0,13,"Jeff Wilson for 1 yard. Jeff Wilson fumbles (forced by Arnold Ebiketie), recovered by AJ Terrell at SF-22 and returned for 21 yards. AJ Terrell fumbles (forced by George Kittle), recovered by Jaylinn Hawkins in end zone, touchdown",-0.370,-7.000
1,1:26,,,SFO 15,0,14,Younghoe Koo kicks extra point good,0.000,0.000
1,1:26,,,ATL 35,0,14,"Bradley Pinion kicks off 63 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Isaiah Oliver)",0.000,0.340
1,1:21,1,10,SFO 21,0,14,Jimmy Garoppolo pass complete short right to George Kittle for 6 yards (tackle by Rashaan Evans and Troy Andersen),0.340,0.610
1,0:43,2,4,SFO 27,0,14,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by Arnold Ebiketie and AJ Terrell),0.610,1.660
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 41,0,14,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 9 yards (tackle by AJ Terrell),1.660,2.340
2,14:22,2,1,SFO 50,0,14,Jeff Wilson right guard for 9 yards (tackle by AJ Terrell and Troy Andersen),2.340,2.850
2,13:40,,,,,,Timeout #1 by San Francisco 49ers,,
2,13:40,1,10,ATL 41,0,14,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 12 yards (tackle by Casey Hayward),2.850,3.640
2,12:59,1,10,ATL 29,0,14,Jimmy Garoppolo pass complete short left to George Kittle for 12 yards (tackle by Troy Andersen),3.640,4.440
2,12:22,1,10,ATL 17,0,14,Jeff Wilson up the middle for 5 yards (tackle by Grady Jarrett and Ta'Quon Graham),4.440,4.690
2,11:39,2,5,ATL 12,6,14,"Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 12 yards, touchdown",4.690,7.000
2,11:34,,,ATL 15,7,14,Robbie Gould kicks extra point good,0.000,0.000
2,11:34,,,SFO 35,7,14,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
2,11:34,1,10,ATL 25,7,14,Caleb Huntley left tackle for 1 yard (tackle by Kerry Hyder),0.610,0.200
2,10:56,2,9,ATL 26,7,14,Caleb Huntley right tackle for 2 yards (tackle by Charles Omenihu),0.200,-0.230
2,10:08,3,7,ATL 28,7,14,Marcus Mariota sacked by Drake Jackson for no gain,-0.230,-1.500
2,9:30,4,7,ATL 28,7,14,"Bradley Pinion punts 39 yards, returned by Ray-Ray McCloud for 35 yards (tackle by Troy Andersen)",-1.500,-3.450
2,9:16,1,10,ATL 32,7,14,Jimmy Garoppolo pass complete short middle to George Kittle for 7 yards (tackle by Richie Grant),3.450,3.850
2,8:33,2,3,ATL 25,7,14,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 10 yards (tackle by Jaylinn Hawkins and Matt Dickerson),3.850,4.580
2,8:01,1,10,ATL 15,7,14,Tevin Coleman right tackle for 1 yard (tackle by Abdullah Anderson and Arnold Ebiketie),4.580,4.110
2,7:13,2,9,ATL 14,13,14,"Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 14 yards, touchdown",4.110,7.000
2,7:07,,,ATL 15,14,14,Robbie Gould kicks extra point good,0.000,0.000
2,7:07,,,SFO 35,14,14,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
2,7:07,1,10,ATL 25,14,14,"Marcus Mariota pass incomplete deep right intended for Kyle Pitts. Penalty on Fred Warner: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
2,7:02,1,10,ATL 30,14,14,Marcus Mariota right end for 8 yards (tackle by Charvarius Ward),0.940,1.470
2,6:27,2,2,ATL 38,14,14,Tyler Allgeier left tackle for 1 yard (tackle by Fred Warner and Oren Burks),1.470,0.890
2,5:45,3,1,ATL 39,14,14,Keith Smith right guard for 2 yards (tackle by Kemoko Turay),0.890,1.660
2,5:01,1,10,ATL 41,14,14,Marcus Mariota sacked by Charles Omenihu for -8 yards,1.660,0.040
2,4:16,2,18,ATL 33,14,14,Marcus Mariota pass complete short left to Kyle Pitts for 6 yards (tackle by Fred Warner),0.040,0.170
2,3:35,3,12,ATL 39,14,14,Marcus Mariota scrambles up the middle for 15 yards (tackle by Talanoa Hufanga),0.170,2.520
2,2:52,1,10,SFO 46,14,14,"Penalty on Hassan Ridgeway: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.520,3.250
2,2:28,1,5,SFO 41,14,14,Caleb Huntley left tackle for 3 yards (tackle by Oren Burks and Hassan Ridgeway),3.250,3.060
2,2:00,2,2,SFO 38,14,14,Marcus Mariota pass complete deep left to Drake London for 20 yards (tackle by Deommodore Lenoir),3.060,4.370
2,1:54,1,10,SFO 18,14,14,Tyler Allgeier right guard for -1 yards (tackle by Samson Ebukam and Tashaun Gipson),4.370,3.670
2,1:12,2,11,SFO 19,14,14,Caleb Huntley right end for 16 yards (tackle by Tashaun Gipson and Talanoa Hufanga),3.670,6.510
2,1:02,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:02,1,3,SFO 3,14,20,"Marcus Mariota right end for 3 yards, touchdown",6.510,7.000
2,0:57,,,SFO 15,14,21,Younghoe Koo kicks extra point good,0.000,0.000
2,0:57,,,ATL 35,14,21,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:57,1,10,SFO 25,14,21,Jimmy Garoppolo pass complete short right to Jauan Jennings for 9 yards (tackle by Richie Grant),0.610,1.280
2,0:38,2,1,SFO 34,14,21,Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Grady Jarrett),1.280,0.560
2,0:38,3,1,SFO 34,14,21,Jimmy Garoppolo up the middle for 3 yards (tackle by Rashaan Evans),0.560,1.400
2,0:22,1,10,SFO 37,14,21,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 10 yards (tackle by AJ Terrell and Troy Andersen),1.400,2.060
2,0:16,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:16,1,10,SFO 47,14,21,"Jimmy Garoppolo sacked by Grady Jarrett for no gain. Jimmy Garoppolo fumbles (forced by Grady Jarrett), recovered by Jake Brendel at SF-37. Penalty on Lorenzo Carter: Defensive Holding, 5 yards (accepted) (no play)",2.060,2.390
2,0:09,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:09,1,10,ATL 48,14,21,Jimmy Garoppolo pass deep right intended for Deebo Samuel is intercepted by Isaiah Oliver at ATL-10 and returned for 27 yards (tackle by Daniel Brunskill),2.390,3.120
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,14,21,"Penalty on Rashaan Evans: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.000,0.000
3,15:00,,,ATL 20,14,21,"Bradley Pinion kicks off 77 yards, returned by Ray-Ray McCloud for 27 yards (tackle by Dean Marlowe and KhaDarel Hodge)",0.000,0.940
3,14:53,1,10,SFO 30,14,21,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk (defended by AJ Terrell),0.940,0.390
3,14:49,2,10,SFO 30,14,21,Jimmy Garoppolo pass incomplete deep middle intended for Ray-Ray McCloud,0.390,-0.300
3,14:43,3,10,SFO 30,14,21,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 5 yards (tackle by Rashaan Evans),-0.300,-1.040
3,14:05,4,5,SFO 35,14,21,"Mitch Wishnowsky punts 59 yards, returned by Avery Williams for 29 yards (tackle by Demetrius Flannigan-Fowles)",-1.040,-1.270
3,13:52,1,10,ATL 35,14,21,Marcus Mariota pass complete short left to Olamide Zaccheaus for 10 yards (tackle by Samuel Womack),1.270,1.930
3,13:19,1,10,ATL 45,14,21,Tyler Allgeier right tackle for 5 yards (tackle by Samson Ebukam and Dre Greenlaw),1.930,2.060
3,12:37,,,,,,Timeout #1 by Atlanta Falcons,,
3,12:37,2,5,ATL 50,14,21,Tyler Allgeier right guard for 4 yards (tackle by Fred Warner),2.060,1.880
3,12:15,3,1,SFO 46,14,21,Tyler Allgeier left end for 8 yards (tackle by Talanoa Hufanga),1.880,3.050
3,11:37,1,10,SFO 38,14,21,Caleb Huntley right guard for 4 yards (tackle by Dre Greenlaw and Samson Ebukam),3.050,3.050
3,10:55,2,6,SFO 34,14,21,Marcus Mariota left end for 20 yards (tackle by Tashaun Gipson),3.050,4.650
3,10:04,1,10,SFO 14,14,21,Caleb Huntley right tackle for 4 yards (tackle by Samuel Womack and Oren Burks),4.650,4.710
3,9:22,2,6,SFO 10,14,21,Tyler Allgeier right guard for 3 yards (tackle by Talanoa Hufanga and Akeem Spence),4.710,4.500
3,8:44,3,3,SFO 7,14,27,"Marcus Mariota pass complete short middle to Kyle Pitts for 7 yards, touchdown",4.500,7.000
3,8:40,,,SFO 15,14,28,Younghoe Koo kicks extra point good,0.000,0.000
3,8:40,,,ATL 35,14,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,8:40,1,10,SFO 25,14,28,Deebo Samuel left end for 7 yards (tackle by Richie Grant),0.610,1.010
3,8:20,2,3,SFO 32,14,28,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 8 yards (tackle by Troy Andersen and Rashaan Evans),1.010,1.600
3,7:40,1,10,SFO 40,14,28,Deebo Samuel left end for 4 yards (tackle by Darren Hall and Rashaan Evans),1.600,1.590
3,6:59,2,6,SFO 44,14,28,Jimmy Garoppolo pass incomplete deep middle intended for Charlie Woerner (defended by Richie Grant),1.590,0.890
3,6:54,3,6,SFO 44,14,28,Jimmy Garoppolo pass incomplete short left intended for Jeff Wilson,0.890,-0.460
3,6:49,4,6,SFO 44,14,28,Mitch Wishnowsky punts 46 yards downed by Tarvarius Moore,-0.460,0.380
3,6:39,1,10,ATL 10,14,28,Caleb Huntley right tackle for 3 yards (tackle by Fred Warner),-0.380,-0.560
3,5:59,2,7,ATL 13,14,28,Caleb Huntley left guard for 6 yards (tackle by Samson Ebukam and Tashaun Gipson),-0.560,-0.370
3,5:29,3,1,ATL 19,14,28,Caleb Huntley right end for 1 yard (tackle by Dre Greenlaw),-0.370,0.280
3,4:48,1,10,ATL 20,14,28,Marcus Mariota pass complete short left to Keith Smith for 8 yards (tackle by Talanoa Hufanga),0.280,0.810
3,4:08,2,2,ATL 28,14,28,Tyler Allgeier right tackle for 1 yard (tackle by Samuel Womack and Fred Warner),0.810,0.230
3,3:25,3,1,ATL 29,14,28,Marcus Mariota right tackle for -1 yards (tackle by Samson Ebukam),0.230,-1.500
3,2:48,4,2,ATL 28,14,28,"Bradley Pinion punts 52 yards, fair catch by Ray-Ray McCloud at SF-20",-1.500,-0.280
3,2:40,1,10,SFO 20,14,28,Jimmy Garoppolo pass complete short right to Deebo Samuel for 6 yards (tackle by Matt Dickerson),0.280,0.540
3,1:57,2,4,SFO 26,14,28,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 8 yards (tackle by Troy Andersen and Isaiah Oliver),0.540,1.200
3,1:15,1,10,SFO 34,14,28,Tevin Coleman left guard for 5 yards (tackle by Abdullah Anderson),1.200,1.330
3,0:35,2,5,SFO 39,14,28,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 3 yards (tackle by Darren Hall),1.330,1.030
3,0:01,3,2,SFO 42,14,28,"Penalty on Grady Jarrett: Encroachment, 5 yards (accepted) (no play)",1.030,2.060
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 47,14,28,Jimmy Garoppolo pass incomplete deep middle intended for Brandon Aiyuk (defended by Darren Hall),2.060,1.520
4,14:54,2,10,SFO 47,14,28,Jimmy Garoppolo pass deep left (defended by Darren Hall) intended for Deebo Samuel is intercepted by Jaylinn Hawkins at ATL-31 and returned for 14 yards (tackle by Tevin Coleman),1.520,-1.930
4,14:45,1,10,ATL 45,14,28,Caleb Huntley left guard for 3 yards (tackle by Fred Warner),1.930,1.790
4,14:06,2,7,ATL 48,14,28,Marcus Mariota pass complete short right to Drake London for 5 yards (tackle by Tashaun Gipson and Deommodore Lenoir),1.790,1.750
4,13:15,3,2,SFO 47,14,28,Marcus Mariota pass complete short right to Olamide Zaccheaus for 2 yards (tackle by Tashaun Gipson),1.750,2.590
4,12:24,1,10,SFO 45,14,28,Caleb Huntley left end for 2 yards (tackle by Drake Jackson),2.590,2.310
4,11:47,2,8,SFO 43,14,28,Avery Williams right tackle for 3 yards (tackle by Drake Jackson),2.310,2.010
4,10:56,3,5,SFO 40,14,28,Marcus Mariota pass incomplete short right intended for Drake London,2.010,0.590
4,10:52,4,5,SFO 40,14,28,Bradley Pinion punts 39 yards downed by KhaDarel Hodge,0.590,0.380
4,10:42,1,10,SFO 1,14,28,Jimmy Garoppolo pass complete short right to George Kittle for 9 yards (tackle by Rashaan Evans),-0.380,-0.120
4,10:15,2,1,SFO 10,14,28,Jeff Wilson right tackle for 2 yards (tackle by Rashaan Evans),-0.120,-0.350
4,9:42,1,10,SFO 12,14,28,"Jimmy Garoppolo pass complete short right to George Kittle for no gain (tackle by Arnold Ebiketie). Penalty on Jake Brendel: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.350,-0.570
4,9:16,1,15,SFO 7,14,28,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 11 yards (tackle by Troy Andersen),-0.570,-0.070
4,8:55,2,4,SFO 18,14,28,Jimmy Garoppolo pass complete short left to Deebo Samuel for 3 yards (tackle by Troy Andersen),-0.070,-0.370
4,8:07,3,1,SFO 21,14,28,Jimmy Garoppolo left guard for 2 yards (tackle by Ta'Quon Graham and Rashaan Evans),-0.370,0.480
4,7:27,1,10,SFO 23,14,28,"Jimmy Garoppolo pass complete deep right to Brandon Aiyuk for no gain. Penalty on Jake Brendel: Offensive Holding, 10 yards (accepted) (no play)",0.480,-0.590
4,6:58,1,20,SFO 13,14,28,Jimmy Garoppolo scrambles left tackle for 6 yards (tackle by Rashaan Evans),-0.590,-0.670
4,6:18,2,14,SFO 19,14,28,Jimmy Garoppolo pass complete short left to Deebo Samuel for 27 yards (tackle by Rashaan Evans),-0.670,1.990
4,5:47,1,10,SFO 46,14,28,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk (defended by Rashaan Evans),1.990,1.450
4,5:44,2,10,SFO 46,14,28,Tevin Coleman left guard for -2 yards (tackle by Quinton Bell),1.450,0.500
4,5:00,3,12,SFO 44,14,28,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 14 yards (tackle by Casey Hayward),0.500,2.790
4,4:37,1,10,ATL 42,14,28,"Penalty on Jake Brendel: False Start, 5 yards (accepted) (no play)",2.790,2.460
4,4:37,1,15,ATL 47,14,28,Jimmy Garoppolo pass complete short right to Deebo Samuel for 1 yard (tackle by Matt Dickerson),2.460,1.700
4,4:11,2,14,ATL 46,14,28,Jimmy Garoppolo pass complete short middle to George Kittle for 19 yards (tackle by Richie Grant and Jaylinn Hawkins),1.700,3.780
4,3:44,1,10,ATL 27,14,28,Jimmy Garoppolo pass complete short left to Jauan Jennings for 9 yards (tackle by Troy Andersen),3.780,4.530
4,3:24,2,1,ATL 18,14,28,Jimmy Garoppolo pass incomplete deep right intended for George Kittle,4.530,3.840
4,3:16,3,1,ATL 18,14,28,Tevin Coleman right end for -1 yards (tackle by Mike Ford and Richie Grant),3.840,2.310
4,2:36,4,2,ATL 19,14,28,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,2.310,-0.150
4,2:34,1,10,ATL 19,14,28,Tyler Allgeier right end for 8 yards (tackle by Talanoa Hufanga),0.150,0.750
4,2:29,,,,,,Timeout #1 by San Francisco 49ers,,
4,2:29,2,2,ATL 27,14,28,Tyler Allgeier right tackle for 5 yards (tackle by Hassan Ridgeway and Fred Warner),0.750,1.070
4,2:19,,,,,,Timeout #2 by San Francisco 49ers,,
4,2:19,1,10,ATL 32,14,28,Tyler Allgeier left tackle for 1 yard (tackle by Samson Ebukam and Hassan Ridgeway),1.070,0.660
4,2:15,,,,,,Timeout #3 by San Francisco 49ers,,
4,2:15,2,9,ATL 33,14,28,Tyler Allgeier left end for 1 yard (tackle by Dre Greenlaw),0.660,0.100
4,2:00,3,8,ATL 34,14,28,Tyler Allgeier left tackle for 5 yards (tackle by Charles Omenihu and Tashaun Gipson),0.100,-0.780
4,1:12,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:12,4,3,ATL 39,14,28,Bradley Pinion punts 42 yards out of bounds,-0.780,-0.150
4,1:04,1,10,SFO 19,14,28,Jimmy Garoppolo pass complete short right to George Kittle for 5 yards (tackle by Troy Andersen and Jaylinn Hawkins),0.150,0.340
4,0:48,2,5,SFO 24,14,28,Jimmy Garoppolo pass complete short left to George Kittle for 10 yards (tackle by Mike Ford and Rashaan Evans),0.340,1.200
4,0:29,1,10,SFO 34,14,28,Jimmy Garoppolo pass complete short right to Deebo Samuel for 21 yards (tackle by Jaylinn Hawkins),1.200,2.590
4,0:07,1,10,ATL 45,14,28,Jimmy Garoppolo pass complete short middle to George Kittle for 15 yards (tackle by Troy Andersen),2.590,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
