Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NOR 25,0,0,Andy Dalton pass complete short right to Chris Olave for 15 yards (tackle by Malik Harrison),0.610,1.600
1,14:24,1,10,NOR 40,0,0,Alvin Kamara right tackle for no gain (tackle by Marcus Peters),1.600,1.050
1,13:45,2,10,NOR 40,0,0,Alvin Kamara right tackle for 4 yards (tackle by Justin Madubuike and Marlon Humphrey),1.050,0.890
1,13:14,3,6,NOR 44,0,0,Andy Dalton pass incomplete short right,0.890,-0.460
1,13:07,4,6,NOR 44,0,0,"Blake Gillikin punts 45 yards, fair catch by Devin Duvernay at BAL-11",-0.460,0.370
1,13:01,1,10,BAL 11,0,0,Kenyan Drake left end for 2 yards (tackle by Tyrann Mathieu),-0.370,-0.630
1,12:07,2,8,BAL 13,0,0,"Lamar Jackson scrambles up the middle for no gain (tackle by Tyrann Mathieu). Penalty on Marcus Davenport: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-0.630,0.040
1,11:42,1,10,BAL 18,0,0,Lamar Jackson pass incomplete short left intended for Josh Oliver,0.040,-0.490
1,11:37,2,10,BAL 18,0,0,Kenyan Drake right guard for -1 yards (tackle by Demario Davis),-0.490,-1.340
1,10:55,3,11,BAL 17,0,0,Lamar Jackson pass incomplete short left intended for Isaiah Likely,-1.340,-2.320
1,10:49,4,11,BAL 17,0,0,Jordan Stout punts 67 yards downed by Justice Hill,-2.320,0.140
1,10:36,1,10,NOR 16,0,0,"Andy Dalton pass deep middle is intercepted by Kyle Hamilton at NO-36 and returned for no gain (tackle by Ryan Ramczyk). Penalty on Chuck Clark: Defensive Pass Interference, 6 yards (accepted) (no play)",-0.140,0.410
1,10:23,1,10,NOR 22,0,0,Andy Dalton pass complete short left to Dwayne Washington for 7 yards (tackle by Kyle Hamilton),0.410,0.810
1,9:48,2,3,NOR 29,0,0,Alvin Kamara left guard for 2 yards (tackle by Broderick Washington and Roquan Smith),0.810,0.370
1,9:12,3,1,NOR 31,0,0,Alvin Kamara left tackle for no gain (tackle by Roquan Smith and Marlon Humphrey),0.370,-1.310
1,8:31,4,1,NOR 31,0,0,"Blake Gillikin punts 45 yards, fair catch by Devin Duvernay at BAL-24",-1.310,-0.540
1,8:25,1,10,BAL 24,0,0,Justice Hill left tackle for 4 yards (tackle by Kaden Elliss and Demario Davis),0.540,0.540
1,7:47,2,6,BAL 28,0,0,Lamar Jackson pass complete short right to Devin Duvernay for 5 yards (tackle by Paulson Adebo),0.540,0.500
1,7:16,3,1,BAL 33,0,0,Patrick Ricard right guard for 2 yards (tackle by Payton Turner),0.500,1.270
1,6:37,1,10,BAL 35,0,0,Lamar Jackson pass complete deep left to DeSean Jackson for 16 yards (tackle by Alontae Taylor),1.270,2.320
1,5:51,1,10,NOR 49,0,0,Kenyan Drake left tackle for 4 yards (tackle by Tyrann Mathieu and Pete Werner),2.320,2.320
1,5:12,2,6,NOR 45,0,0,Lamar Jackson sacked by David Onyemata for -2 yards,2.320,1.360
1,4:25,3,8,NOR 47,0,0,Lamar Jackson pass complete short left to James Proche for 10 yards (tackle by Alontae Taylor and Marcus Maye),1.360,3.120
1,3:43,1,10,NOR 37,0,0,Justice Hill left end for -3 yards (tackle by Demario Davis),3.120,2.170
1,2:59,2,13,NOR 40,0,0,Lamar Jackson pass complete short middle to Demarcus Robinson for 12 yards (tackle by Cameron Jordan and Marcus Maye),2.170,3.070
1,2:09,3,1,NOR 28,0,0,Lamar Jackson left end for 4 yards (tackle by Alontae Taylor),3.070,3.970
1,1:30,1,10,NOR 24,6,0,"Lamar Jackson pass complete deep right to Isaiah Likely for 24 yards, touchdown",3.970,7.000
1,1:23,,,NOR 15,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,1:23,,,BAL 35,7,0,"Justin Tucker kicks off 58 yards, returned by Rashid Shaheed for 13 yards (tackle by Justice Hill)",0.000,0.280
1,1:20,1,10,NOR 20,7,0,"Taysom Hill left end for no gain (tackle by Roquan Smith and Patrick Queen). Penalty on Cesar Ruiz: Offensive Holding, 10 yards (accepted) (no play)",0.280,-0.760
1,1:01,1,20,NOR 10,7,0,Andy Dalton pass incomplete short right intended for Taysom Hill (defended by Calais Campbell),-0.760,-1.510
1,0:55,2,20,NOR 10,7,0,Andy Dalton pass complete short middle to Alvin Kamara for 12 yards (tackle by Marlon Humphrey),-1.510,-0.690
1,0:08,3,8,NOR 22,7,0,Andy Dalton sacked by Justin Houston for -8 yards,-0.690,-2.470
Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,16,NOR 14,7,0,Blake Gillikin punts 53 yards downed by Kevin White,-2.470,-1.140
2,14:45,1,10,BAL 33,7,0,Kenyan Drake right guard for 4 yards (tackle by Demario Davis),1.140,1.130
2,14:08,2,6,BAL 37,7,0,Kenyan Drake right guard for 2 yards (tackle by Cameron Jordan and Malcolm Roach),1.130,0.700
2,13:31,3,4,BAL 39,7,0,Lamar Jackson pass complete short left to Kenyan Drake for 5 yards (tackle by Marcus Maye),0.700,1.860
2,12:54,1,10,BAL 44,7,0,Kenyan Drake right end for 1 yard (tackle by Marcus Maye),1.860,1.450
2,12:12,2,9,BAL 45,7,0,Lamar Jackson pass incomplete deep left intended for Demarcus Robinson,1.450,0.760
2,12:06,3,9,BAL 45,7,0,"Lamar Jackson for no gain. Lamar Jackson fumbles, recovered by Lamar Jackson at BAL-35 Lamar Jackson pass incomplete deep left intended for DeSean Jackson (defended by Alontae Taylor)",0.760,-0.390
2,11:53,4,9,BAL 45,7,0,"Jordan Stout punts 33 yards, fair catch by Rashid Shaheed at NO-22",-0.390,-0.410
2,11:46,1,10,NOR 22,7,0,Andy Dalton pass complete short right to Adam Trautman for 8 yards (tackle by Malik Harrison),0.410,0.950
2,11:10,2,2,NOR 30,7,0,"Penalty on Ryan Ramczyk: False Start, 5 yards (accepted) (no play)",0.950,0.270
2,10:53,2,7,NOR 25,7,0,Dwayne Washington right tackle for -1 yards (tackle by Odafe Oweh),0.270,-0.560
2,10:09,3,8,NOR 24,7,0,"Penalty on Justin Houston: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.560,0.100
2,9:56,3,3,NOR 29,7,0,Andy Dalton pass complete short right to Juwan Johnson for 1 yard (tackle by Chuck Clark),0.100,-1.370
2,9:14,4,2,NOR 30,7,0,"Blake Gillikin punts 51 yards, fair catch by Devin Duvernay at BAL-19",-1.370,-0.150
2,9:05,1,10,BAL 19,7,0,Lamar Jackson pass incomplete deep right intended for Isaiah Likely,0.150,-0.390
2,9:00,2,10,BAL 19,7,0,"Lamar Jackson pass complete deep right to DeSean Jackson for no gain. Penalty on Morgan Moses: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.390,-1.110
2,8:32,2,15,BAL 14,7,0,Lamar Jackson pass complete short left to Mike Davis for 7 yards (tackle by Paulson Adebo),-1.110,-0.810
2,7:50,3,8,BAL 21,7,0,Lamar Jackson pass complete short right to Josh Oliver for 19 yards (tackle by Alontae Taylor),-0.810,1.600
2,7:10,1,10,BAL 40,7,0,Lamar Jackson right end for 7 yards (tackle by Marcus Maye),1.600,2.000
2,6:29,2,3,BAL 47,7,0,Justice Hill right guard for 1 yard (tackle by Payton Turner),2.000,1.420
2,5:46,3,2,BAL 48,7,0,Lamar Jackson right end for 16 yards (tackle by Pete Werner),1.420,3.180
2,5:07,1,10,NOR 36,7,0,Lamar Jackson pass complete short middle to James Proche for 12 yards (tackle by Tyrann Mathieu),3.180,3.970
2,4:26,1,10,NOR 24,7,0,Lamar Jackson pass incomplete deep middle intended for Demarcus Robinson,3.970,3.430
2,4:19,2,10,NOR 24,7,0,Lamar Jackson left tackle for 12 yards (tackle by Malcolm Roach),3.430,4.780
2,3:34,1,10,NOR 12,7,0,Lamar Jackson left end for no gain (tackle by Chris Harris),4.780,4.100
2,2:48,2,10,NOR 12,7,0,Lamar Jackson pass complete short right to Kenyan Drake for 11 yards (tackle by Marcus Maye),4.100,6.970
2,2:05,1,1,NOR 1,13,0,"Kenyan Drake right guard for 1 yard, touchdown",6.970,7.000
2,2:00,,,NOR 15,14,0,Justin Tucker kicks extra point good,0.000,0.000
2,2:00,,,BAL 35,14,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,2:00,1,10,NOR 25,14,0,Andy Dalton pass incomplete short right intended for Chris Olave (defended by Justin Madubuike),0.610,0.060
2,1:56,2,10,NOR 25,14,0,Alvin Kamara right guard for 9 yards (tackle by Kyle Hamilton),0.060,0.560
2,1:35,3,1,NOR 34,14,0,Andy Dalton right guard for 2 yards (tackle by Patrick Queen),0.560,1.330
2,1:21,,,,,,Timeout #1 by New Orleans Saints,,
2,1:21,1,10,NOR 36,14,0,Andy Dalton pass complete short right to Tre'Quan Smith for 13 yards (tackle by Marlon Humphrey),1.330,2.190
2,0:58,1,10,NOR 49,14,0,Andy Dalton pass complete short left to Marquez Callaway for 7 yards (tackle by Brandon Stephens),2.190,2.590
2,0:39,2,3,BAL 44,14,0,Andy Dalton pass complete short middle to Marquez Callaway for 12 yards (tackle by Brandon Stephens),2.590,3.450
2,0:33,,,,,,Timeout #2 by New Orleans Saints,,
2,0:33,1,10,BAL 32,14,0,Andy Dalton pass complete short right to Alvin Kamara for 1 yard (tackle by Roquan Smith),3.450,3.040
2,0:25,,,,,,Timeout #3 by New Orleans Saints,,
2,0:25,2,9,BAL 31,14,0,Andy Dalton pass complete deep right to Chris Olave for 16 yards,3.040,4.580
2,0:20,1,10,BAL 15,14,0,Andy Dalton pass incomplete short right intended for Marquez Callaway,4.580,3.950
2,0:15,2,10,BAL 15,14,0,Andy Dalton pass incomplete short left intended for Chris Olave (defended by Marlon Humphrey),3.950,3.100
2,0:11,3,10,BAL 15,14,0,Andy Dalton pass incomplete short right intended for Chris Olave,3.100,2.440
2,0:05,4,10,BAL 15,14,3,Wil Lutz 33 yard field goal good,2.440,3.000
Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,3,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,14,3,Kenyan Drake right guard for 8 yards (tackle by Marcus Maye),0.610,1.140
3,14:24,2,2,BAL 33,14,3,Kenyan Drake left tackle for 12 yards (tackle by Marcus Maye),1.140,1.930
3,13:41,1,10,BAL 45,14,3,"Kenyan Drake right end for no gain (tackle by Marcus Maye and Pete Werner). Penalty on Ronnie Stanley: Offensive Holding, 10 yards (accepted) (no play)",1.930,1.270
3,13:13,1,20,BAL 35,14,3,"Lamar Jackson pass complete short left to Justice Hill for 8 yards (tackle by Pete Werner and Alontae Taylor). Penalty on Malcolm Roach: Roughing the Passer, 15 yards (accepted)",1.270,2.790
3,12:33,1,10,NOR 42,14,3,Justice Hill right guard for 9 yards (tackle by Paulson Adebo),2.790,3.460
3,11:54,2,1,NOR 33,14,3,Lamar Jackson right end for 6 yards (tackle by Tanoh Kpassagnon),3.460,3.780
3,11:13,1,10,NOR 27,14,3,Lamar Jackson pass complete short right to Patrick Ricard for 4 yards (tackle by Tyrann Mathieu),3.780,3.770
3,10:29,2,6,NOR 23,14,3,Lamar Jackson right end for 5 yards (tackle by Marcus Maye),3.770,3.840
3,9:57,3,1,NOR 18,14,3,Lamar Jackson up the middle for 2 yards (tackle by Demario Davis),3.840,4.510
3,9:23,1,10,NOR 16,14,3,Lamar Jackson pass incomplete short middle intended for Josh Oliver,4.510,3.900
3,9:14,2,10,NOR 16,14,3,Kenyan Drake left guard for 2 yards (tackle by Marcus Davenport and Demario Davis),3.900,3.370
3,8:35,3,8,NOR 14,14,3,Lamar Jackson pass incomplete short right intended for Demarcus Robinson,3.370,2.510
3,8:29,4,8,NOR 14,17,3,Justin Tucker 32 yard field goal good,2.510,3.000
3,8:25,,,BAL 35,17,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,8:25,1,10,NOR 25,17,3,Andy Dalton pass complete short right to Chris Olave for 7 yards (tackle by Kyle Hamilton),0.610,1.010
3,7:50,2,3,NOR 32,17,3,Alvin Kamara left guard for 10 yards (tackle by Patrick Queen),1.010,1.730
3,7:13,1,10,NOR 42,17,3,Taysom Hill pass complete short left to Chris Olave for 13 yards (tackle by Marlon Humphrey),1.730,2.590
3,6:27,1,10,BAL 45,17,3,Taysom Hill right tackle for 6 yards (tackle by Odafe Oweh and Broderick Washington),2.590,2.850
3,5:41,2,4,BAL 39,17,3,"Andy Dalton sacked by Justin Houston for -2 yards BAL challenged the runner was down by contact ruling, and the play was upheld.",2.850,1.880
3,5:11,3,6,BAL 41,17,3,Andy Dalton pass complete short left to Chris Olave for 9 yards (tackle by Marlon Humphrey),1.880,3.450
3,4:35,1,10,BAL 32,17,3,Alvin Kamara left tackle for 6 yards (tackle by Patrick Queen),3.450,3.710
3,4:01,2,4,BAL 26,17,3,Andy Dalton pass complete short middle to Kevin White for 10 yards (tackle by Patrick Queen),3.710,4.510
3,3:28,1,10,BAL 16,17,3,Andy Dalton scrambles right end for 3 yards (tackle by Patrick Queen),4.510,4.390
3,2:47,2,7,BAL 13,17,3,Dwayne Washington right guard for 3 yards (tackle by Roquan Smith),4.390,4.170
3,2:08,3,4,BAL 10,17,3,Andy Dalton sacked by Marlon Humphrey for -9 yards,4.170,2.180
3,1:30,4,13,BAL 19,17,6,Wil Lutz 37 yard field goal good,2.180,3.000
3,1:25,,,NOR 35,17,6,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,1:25,1,10,BAL 25,17,6,Lamar Jackson sacked by Demario Davis for no gain,0.610,0.060
3,0:43,2,10,BAL 25,17,6,Lamar Jackson sacked by Kaden Elliss for no gain,0.060,-0.620
Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,BAL 25,17,6,Lamar Jackson pass incomplete short left intended for Isaiah Likely,-0.620,-1.700
4,14:54,4,10,BAL 25,17,6,"Jordan Stout punts 52 yards, returned by Rashid Shaheed for 8 yards (tackle by Kyle Hamilton)",-1.700,-1.000
4,14:42,1,10,NOR 31,17,6,Alvin Kamara left guard for 3 yards (tackle by Travis Jones),1.000,0.870
4,14:10,2,7,NOR 34,17,6,Andy Dalton pass incomplete short left intended for Alvin Kamara (defended by Patrick Queen),0.870,0.170
4,14:04,3,7,NOR 34,17,6,Andy Dalton sacked by and Calais Campbell for -9 yards and Justin Houston for -9 yards,0.170,-1.700
4,13:19,4,16,NOR 25,17,6,Blake Gillikin punts 38 yards out of bounds,-1.700,-1.400
4,13:10,1,10,BAL 37,17,6,Kenyan Drake left end for 18 yards (tackle by Marcus Maye),1.400,2.590
4,12:29,1,10,NOR 45,17,6,Kenyan Drake right tackle for 8 yards (tackle by Cameron Jordan),2.590,3.120
4,11:53,2,2,NOR 37,17,6,Kenyan Drake left tackle for 1 yard (tackle by Kaden Elliss and Tyrann Mathieu),3.120,2.540
4,11:07,,,,,,Timeout #2 by Baltimore Ravens,,
4,11:07,3,1,NOR 36,17,6,Lamar Jackson left end for 17 yards (tackle by Carl Granderson),2.540,4.310
4,10:25,1,10,NOR 19,17,6,Kenyan Drake right tackle for 5 yards (tackle by Zack Baun),4.310,4.530
4,9:36,2,5,NOR 14,17,6,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",4.530,3.750
4,9:36,2,10,NOR 19,17,6,Kenyan Drake left end for -4 yards (tackle by Payton Turner),3.750,2.540
4,8:40,3,14,NOR 23,17,6,Lamar Jackson pass incomplete short right intended for Isaiah Likely,2.540,1.930
4,8:36,4,14,NOR 23,20,6,Justin Tucker 41 yard field goal good,1.930,3.000
4,8:31,,,BAL 35,20,6,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,8:31,1,10,NOR 25,20,6,Andy Dalton pass (defended by Brent Urban) intended for Tre'Quan Smith is intercepted by Justin Houston at NO-22 and returned for 5 yards (tackle by Tre'Quan Smith),0.610,-4.440
4,8:24,1,10,NOR 17,20,6,Kenyan Drake right guard for 9 yards (tackle by Tanoh Kpassagnon),4.440,5.480
4,7:47,2,1,NOR 8,20,6,Kenyan Drake right tackle for 5 yards (tackle by Kentavius Street),5.480,6.510
4,7:02,1,3,NOR 3,26,6,"Kenyan Drake right guard for 3 yards, touchdown",6.510,7.000
4,6:55,,,NOR 15,27,6,Justin Tucker kicks extra point good,0.000,0.000
4,6:55,,,BAL 35,27,6,"Justin Tucker kicks off 68 yards, returned by Rashid Shaheed for 20 yards (tackle by Binjimen Victor)",0.000,-0.060
4,6:52,1,10,NOR 17,27,6,"Penalty on Cesar Ruiz: False Start, 5 yards (accepted) (no play)",-0.060,-0.510
4,6:52,1,15,NOR 12,27,6,Alvin Kamara right guard for -4 yards (tackle by Calais Campbell),-0.510,-1.440
4,6:23,2,19,NOR 8,27,6,Andy Dalton pass complete short left to Marquez Callaway for 5 yards (tackle by Kyle Hamilton),-1.440,-1.860
4,5:55,3,14,NOR 13,27,6,Andy Dalton pass complete short right to Chris Olave for 11 yards (tackle by Geno Stone and Roquan Smith),-1.860,-1.770
4,5:28,4,3,NOR 24,27,6,Andy Dalton pass complete short left to Tre'Quan Smith for 7 yards (tackle by Kyle Hamilton),-1.770,1.000
4,5:02,1,10,NOR 31,27,6,Andy Dalton pass incomplete short right,1.000,0.460
4,4:58,2,10,NOR 31,27,6,Andy Dalton pass complete short right to Tre'Quan Smith for 9 yards (tackle by Damarion Williams and Marcus Peters),0.460,0.960
4,4:33,3,1,NOR 40,27,6,Andy Dalton pass complete short middle to Alvin Kamara for 19 yards (tackle by Marcus Peters),0.960,2.850
4,4:27,1,10,BAL 41,27,6,Andy Dalton pass incomplete short middle intended for Marquez Callaway,2.850,2.310
4,4:22,2,10,BAL 41,27,12,"Andy Dalton pass complete short right to Juwan Johnson for 41 yards, touchdown",2.310,7.000
4,4:13,,,BAL 15,27,13,Wil Lutz kicks extra point good,0.000,0.000
4,4:13,,,NOR 35,27,13,"Wil Lutz kicks off 52 yards, returned by Justice Hill for 9 yards (tackle by Daniel Sorensen)",0.000,0.410
4,4:10,1,10,BAL 22,27,13,Lamar Jackson right guard for 6 yards (tackle by Tanoh Kpassagnon),0.410,0.680
4,3:29,2,4,BAL 28,27,13,Lamar Jackson left guard for 7 yards (tackle by Carl Granderson),0.680,1.270
4,3:23,,,,,,Timeout #1 by New Orleans Saints,,
4,3:23,1,10,BAL 35,27,13,Kenyan Drake right guard for no gain (tackle by Tanoh Kpassagnon),1.270,0.720
4,3:19,,,,,,Timeout #2 by New Orleans Saints,,
4,3:19,2,10,BAL 35,27,13,Kenyan Drake left tackle for 9 yards (tackle by Zack Baun and Marcus Maye),0.720,1.220
4,3:14,,,,,,Timeout #3 by New Orleans Saints,,
4,3:14,3,1,BAL 44,27,13,Kenyan Drake left tackle for 2 yards (tackle by Tanoh Kpassagnon),1.220,1.990
4,2:32,1,10,BAL 46,27,13,Kenyan Drake right guard for 5 yards (tackle by Kaden Elliss),1.990,2.130
4,2:00,2,5,NOR 49,27,13,Kenyan Drake right end for 4 yards (tackle by Kaden Elliss),2.130,1.950
4,1:15,3,1,NOR 45,27,13,Kenyan Drake left end for -7 yards (tackle by Carl Granderson),1.950,-0.190
4,0:29,,,,,,Timeout #3 by Baltimore Ravens,,
4,0:29,4,8,BAL 48,27,13,"Jordan Stout punts 41 yards, fair catch by Rashid Shaheed at NO-11",-0.190,0.370
4,0:23,1,10,NOR 11,27,13,Dwayne Washington right guard for 5 yards (tackle by Broderick Washington),-0.370,-0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
