Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,"Desmond Ridder aborted snap, recovered by Desmond Ridder at ATL-23 and returned for -2 yards",0.610,-0.210
1,14:24,2,12,ATL 23,0,0,Bijan Robinson right tackle for 4 yards (tackle by Jermaine Johnson and Tony Adams),-0.210,-0.360
1,13:46,3,8,ATL 27,0,0,Desmond Ridder pass complete short left to Kyle Pitts for 16 yards (tackle by Tony Adams),-0.360,1.800
1,13:05,1,10,ATL 43,0,0,Desmond Ridder pass incomplete short right intended for Cordarrelle Patterson,1.800,1.250
1,13:00,2,10,ATL 43,0,0,Bijan Robinson left end for -4 yards (tackle by Solomon Thomas),1.250,0.040
1,12:20,3,14,ATL 39,0,0,Desmond Ridder pass incomplete short middle intended for Kyle Pitts,0.040,-0.780
1,12:09,4,14,ATL 39,0,0,Bradley Pinion punts 46 yards out of bounds,-0.780,0.220
1,12:06,1,10,NYJ 15,0,0,Tim Boyle pass incomplete short right intended for Breece Hall,-0.220,-0.710
1,12:01,2,10,NYJ 15,0,0,Breece Hall left end for -1 yards (tackle by Kentavius Street),-0.710,-1.510
1,11:44,3,11,NYJ 14,0,0,Tim Boyle pass complete short middle to Breece Hall for 7 yards (tackle by AJ Terrell),-1.510,-1.960
1,11:01,4,4,NYJ 21,0,0,"Thomas Morstead punts 58 yards, returned by DeAundre Alford for 13 yards (tackle by Ashtyn Davis)",-1.960,-1.200
1,10:49,1,10,ATL 34,0,0,Cordarrelle Patterson left end for 7 yards (tackle by Jamien Sherwood),1.200,1.600
1,10:11,2,3,ATL 41,0,0,Cordarrelle Patterson up the middle for 4 yards (tackle by John Franklin-Myers),1.600,1.930
1,9:36,1,10,ATL 45,0,0,Desmond Ridder pass incomplete short left intended for Bijan Robinson,1.930,1.380
1,9:30,2,10,ATL 45,0,0,Desmond Ridder pass incomplete deep left intended for Kyle Pitts,1.380,0.700
1,9:26,3,10,ATL 45,0,0,Desmond Ridder sacked by and Jermaine Johnson for -5 yards and Quinton Jefferson for -5 yards,0.700,-0.720
1,8:48,4,15,ATL 40,0,0,"Bradley Pinion punts 51 yards, fair catch by Xavier Gipson at NYJ-9",-0.720,0.380
1,8:43,1,10,NYJ 9,0,0,Dalvin Cook up the middle for 4 yards (tackle by Albert Huggins),-0.380,-0.480
1,8:07,2,6,NYJ 13,0,0,Tim Boyle pass complete short left to Dalvin Cook for 11 yards (tackle by Nathan Landman),-0.480,0.540
1,7:27,1,10,NYJ 24,0,0,Xavier Gipson right end for 1 yard (tackle by Kaden Elliss),0.540,0.130
1,6:49,2,9,NYJ 25,0,0,Dalvin Cook right guard for 14 yards (tackle by DeAundre Alford),0.130,1.530
1,6:05,1,10,NYJ 39,0,0,Dalvin Cook right tackle for 4 yards (tackle by Jeff Okudah),1.530,1.530
1,5:22,2,6,NYJ 43,0,0,Breece Hall right tackle for 2 yards (tackle by Calais Campbell and Jessie Bates),1.530,1.090
1,4:39,3,4,NYJ 45,0,0,Tim Boyle pass complete short right to Tyler Conklin for 14 yards (tackle by DeMarcco Hellams),1.090,2.850
1,4:04,1,10,ATL 41,0,0,Tim Boyle pass incomplete short right intended for Allen Lazard,2.850,2.310
1,3:54,2,10,ATL 41,0,0,Breece Hall right tackle for -2 yards (tackle by Bud Dupree),2.310,1.350
1,3:13,3,12,ATL 43,0,0,Tim Boyle sacked by Bud Dupree for -5 yards,1.350,0.070
1,2:28,4,17,ATL 48,0,0,Thomas Morstead punts 47 yards downed by Justin Hardee,0.070,0.380
1,2:15,1,10,ATL 1,0,0,Desmond Ridder up the middle for 1 yard (tackle by Perrion Winfrey),-0.380,-0.710
1,1:40,2,9,ATL 2,0,2,"Bijan Robinson left end for -2 yards (tackle by Ashtyn Davis and Quinnen Williams), safety.",-0.710,-2.000
1,1:36,,,ATL 20,0,2,"Bradley Pinion kicks off 72 yards, returned by Xavier Gipson for 25 yards (tackle by Tre Flowers)",0.000,1.140
1,1:30,1,10,NYJ 33,0,2,Breece Hall up the middle for 3 yards (tackle by Ta'Quon Graham and Nathan Landman),1.140,1.000
1,0:54,2,7,NYJ 36,0,2,Tim Boyle pass complete short left to Breece Hall for 2 yards (tackle by Clark Phillips),1.000,0.560
1,0:12,3,5,NYJ 38,0,2,Tim Boyle pass incomplete deep middle intended for Tyler Conklin,0.560,-0.850
1,0:06,4,5,NYJ 38,0,2,"Thomas Morstead punts 49 yards, returned by DeAundre Alford for 7 yards (tackle by Justin Hardee). Penalty on Tre Flowers: Offensive Holding, 10 yards (accepted)",-0.850,0.380
Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 10,0,2,Bijan Robinson right end for 1 yard (tackle by Quincy Williams and Quinton Jefferson),-0.380,-0.710
2,14:24,2,9,ATL 11,0,2,Bijan Robinson left guard for 3 yards (tackle by Bryce Huff and Jordan Whitehead),-0.710,-0.950
2,13:37,3,6,ATL 14,0,2,Desmond Ridder pass incomplete short left intended for Drake London,-0.950,-2.470
2,13:31,4,6,ATL 14,0,2,"Bradley Pinion punts 59 yards, returned by Xavier Gipson for 17 yards (tackle by Andre Smith)",-2.470,-1.860
2,13:19,1,10,NYJ 44,0,2,"Penalty on Carter Warren: False Start, 5 yards (accepted) (no play)",1.860,1.530
2,13:19,1,15,NYJ 39,0,2,"Dalvin Cook up the middle for 7 yards. Dalvin Cook fumbles (forced by Nathan Landman), recovered by DeAundre Alford at NYJ-47",1.530,-2.460
2,13:11,1,10,NYJ 47,0,2,Tyler Allgeier right guard for 4 yards (tackle by C.J. Mosley and Quincy Williams),2.460,2.450
2,12:34,2,6,NYJ 43,0,2,Tyler Allgeier right tackle for 6 yards (tackle by Micheal Clemons and Tony Adams),2.450,3.120
2,11:53,1,10,NYJ 37,0,2,Bijan Robinson right tackle for 1 yard (tackle by John Franklin-Myers and C.J. Mosley),3.120,2.710
2,11:14,2,9,NYJ 36,0,2,Desmond Ridder pass complete short left to Kyle Pitts for 13 yards,2.710,4.040
2,10:49,1,10,NYJ 23,0,2,Tyler Allgeier up the middle for 3 yards (tackle by Quinnen Williams),4.040,3.900
2,10:10,2,7,NYJ 20,6,2,"Desmond Ridder pass complete deep right to MyCole Pruitt for 20 yards, touchdown",3.900,7.000
2,10:04,,,NYJ 15,7,2,Younghoe Koo kicks extra point good,0.000,0.000
2,10:04,,,ATL 35,7,2,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,10:04,1,10,NYJ 25,7,2,Tim Boyle pass incomplete deep left,0.610,0.060
2,9:58,2,10,NYJ 25,7,2,Breece Hall up the middle for 4 yards (tackle by DeAundre Alford),0.060,-0.100
2,9:22,3,6,NYJ 29,7,2,Tim Boyle pass complete short left to Garrett Wilson for 10 yards (tackle by Jeff Okudah),-0.100,1.530
2,8:45,1,10,NYJ 39,7,2,Tim Boyle pass complete deep right to Xavier Gipson for 36 yards (tackle by Jeff Okudah),1.530,3.910
2,7:54,,,,,,Timeout #1 by New York Jets,,
2,7:54,1,10,ATL 25,7,2,Breece Hall right tackle for 5 yards (tackle by Ta'Quon Graham and Albert Huggins),3.910,4.040
2,7:13,2,5,ATL 20,7,2,Breece Hall left end for -1 yards (tackle by Clark Phillips and DeAundre Alford),4.040,3.200
2,6:42,3,6,ATL 21,7,2,Tim Boyle pass complete short right to Tyler Conklin for 5 yards (tackle by Jessie Bates and Kaden Elliss),3.200,2.530
2,6:04,4,1,ATL 16,7,2,Tim Boyle up the middle for 2 yards (tackle by Bud Dupree and Calais Campbell),2.530,4.650
2,5:23,1,10,ATL 14,7,2,Dalvin Cook right tackle for 1 yard (tackle by David Onyemata and Kentavius Street),4.650,4.160
2,4:44,2,9,ATL 13,7,2,Tim Boyle pass complete short left to Xavier Gipson for 4 yards (tackle by DeAundre Alford),4.160,4.050
2,4:04,3,5,ATL 9,7,2,Tim Boyle pass incomplete short right intended for Tyler Conklin,4.050,2.880
2,4:00,4,5,ATL 9,7,5,Greg Zuerlein 27 yard field goal good,2.880,3.000
2,3:56,,,NYJ 35,7,5,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,3:56,1,10,ATL 25,7,5,"Desmond Ridder pass incomplete deep left. Penalty on Desmond Ridder: Intentional Grounding, 10 yards (accepted)",0.610,-1.430
2,3:49,2,20,ATL 15,7,5,"Cordarrelle Patterson up the middle for no gain (tackle by Jermaine Johnson and Micheal Clemons). Penalty on Solomon Thomas: Defensive Offside, 5 yards (accepted) (no play)",-1.430,-0.610
2,3:38,2,15,ATL 20,7,5,"Desmond Ridder pass deep left is intercepted by D.J. Reed at NYJ-31 and returned for no gain (tackle by Drake London). Penalty on D.J. Reed: Illegal Contact, 5 yards (accepted) (no play)",-0.610,0.610
2,3:22,1,10,ATL 25,7,5,Bijan Robinson right end for -1 yards (tackle by Quincy Williams),0.610,-0.070
2,2:45,2,11,ATL 24,7,5,Desmond Ridder pass complete short middle to Cordarrelle Patterson for 6 yards (tackle by Jordan Whitehead),-0.070,0.040
2,2:00,3,5,ATL 30,7,5,"Desmond Ridder pass incomplete short left intended for Kyle Pitts. Penalty on Kyle Pitts: Offensive Pass Interference, 10 yards (declined)",0.040,-1.370
2,1:56,4,5,ATL 30,7,5,"Bradley Pinion punts 53 yards, returned by Xavier Gipson for 4 yards (tackle by DeMarcco Hellams). Penalty on Justin Hardee: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.370,0.370
2,1:46,1,10,NYJ 11,7,5,"Breece Hall left end for 2 yards (tackle by Clark Phillips). Penalty on Garrett Wilson: Offensive Holding, 6 yards (accepted)",-0.370,-0.530
2,1:39,1,14,NYJ 7,7,5,Tim Boyle pass complete short left to Breece Hall for -2 yards (tackle by Calais Campbell and Bud Dupree),-0.530,-1.220
2,1:34,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:34,2,16,NYJ 5,7,5,Breece Hall left end for 9 yards (tackle by Kaden Elliss and DeMarcco Hellams),-1.220,-1.070
2,1:28,3,7,NYJ 14,7,5,Tim Boyle pass incomplete deep right intended for Tyler Conklin,-1.070,-2.470
2,1:24,4,7,NYJ 14,7,5,"Thomas Morstead punts 55 yards, returned by DeAundre Alford for 10 yards (tackle by Chazz Surratt). Penalty on Chazz Surratt: Personal Foul / Defense, 15 yards (accepted)",-2.470,-2.650
2,1:13,1,10,NYJ 44,7,5,Bijan Robinson left tackle for 4 yards (tackle by Quincy Williams),2.650,2.650
2,0:53,2,6,NYJ 40,7,5,Desmond Ridder pass complete short right to Bijan Robinson for 8 yards (tackle by Michael Carter),2.650,3.450
2,0:29,1,10,NYJ 32,7,5,Desmond Ridder pass complete short right to Jonnu Smith for 1 yard (tackle by Sauce Gardner),3.450,3.040
2,0:25,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:25,2,9,NYJ 31,7,5,"Desmond Ridder pass incomplete short right intended for Van Jefferson. Penalty on Quincy Williams: Defensive Pass Interference, 6 yards (accepted) (no play)",3.040,3.910
2,0:21,1,10,NYJ 25,7,5,Desmond Ridder pass complete short left to Drake London for 8 yards (tackle by D.J. Reed),3.910,4.550
2,0:17,2,2,NYJ 17,7,5,Desmond Ridder pass complete short left to Bijan Robinson for 9 yards (tackle by D.J. Reed),4.550,5.370
2,0:12,1,8,NYJ 8,7,5,"Desmond Ridder pass incomplete short right intended for Drake London. Penalty on D.J. Reed: Unnecessary Roughness / Defense, 4 yards (accepted) (no play)",5.370,6.280
2,0:07,,,,,,Timeout #2 by New York Jets,,
2,0:07,1,4,NYJ 4,7,5,Desmond Ridder pass incomplete short right intended for Jonnu Smith (defended by D.J. Reed),6.280,5.340
2,0:04,2,4,NYJ 4,10,5,Younghoe Koo 22 yard field goal good,5.340,3.000
Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,5,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,10,5,Tim Boyle pass complete deep right to Garrett Wilson for 31 yards (tackle by Jeff Okudah),0.610,2.650
3,14:25,1,10,ATL 44,10,5,Breece Hall up the middle for -2 yards (tackle by Nathan Landman and David Onyemata),2.650,1.840
3,13:48,2,12,ATL 46,10,5,Tim Boyle pass complete short right to Breece Hall for 9 yards (tackle by Bud Dupree and Nathan Landman),1.840,2.350
3,13:06,3,3,ATL 37,10,5,Tim Boyle pass incomplete short right intended for Tyler Conklin,2.350,0.790
3,13:01,4,3,ATL 37,10,5,Tim Boyle pass complete short left to Garrett Wilson for 9 yards (tackle by DeAundre Alford),0.790,3.710
3,12:20,1,10,ATL 28,10,5,"Penalty on Joe Tippmann: False Start, 5 yards (accepted) (no play)",3.710,3.380
3,12:11,1,15,ATL 33,10,5,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",3.380,3.050
3,12:00,1,20,ATL 38,10,5,Dalvin Cook up the middle for 4 yards (tackle by Ta'Quon Graham),3.050,2.360
3,11:23,2,16,ATL 34,10,5,"Tim Boyle pass complete deep right to Garrett Wilson for no gain (tackle by Jessie Bates) ATL challenged the pass completion ruling, and the original play was overturned. Tim Boyle pass incomplete deep right intended for Garrett Wilson (defended by Jessie Bates)",2.360,1.680
3,11:13,3,16,ATL 34,10,5,Tim Boyle pass complete short right to Xavier Gipson for 6 yards (tackle by Jessie Bates),1.680,1.590
3,10:36,4,10,ATL 28,10,8,Greg Zuerlein 46 yard field goal good,1.590,3.000
3,10:32,,,NYJ 35,10,8,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,10:32,1,10,ATL 25,10,8,Bijan Robinson left tackle for 6 yards (tackle by Jordan Whitehead),0.610,0.870
3,9:59,2,4,ATL 31,10,8,Bijan Robinson right end for no gain (tackle by Sauce Gardner),0.870,0.170
3,9:20,3,4,ATL 31,10,8,Desmond Ridder pass complete short left to Bijan Robinson for 9 yards (tackle by Sauce Gardner),0.170,1.600
3,8:47,1,10,ATL 40,10,8,Bijan Robinson left tackle for 12 yards (tackle by Tony Adams),1.600,2.390
3,8:08,1,10,NYJ 48,10,8,Tyler Allgeier left tackle for 6 yards (tackle by Quincy Williams and Perrion Winfrey),2.390,2.660
3,7:27,2,4,NYJ 42,10,8,"Tyler Allgeier right tackle for 4 yards (tackle by Quincy Williams and Perrion Winfrey). Penalty on Kyle Pitts: Offensive Holding, 10 yards (accepted)",2.660,1.850
3,7:06,2,10,NYJ 48,10,8,Desmond Ridder pass incomplete short middle,1.850,1.160
3,7:00,3,10,NYJ 48,10,8,Desmond Ridder pass complete short left to Kyle Pitts for 12 yards (tackle by Tony Adams),1.160,3.180
3,6:24,1,10,NYJ 36,10,8,Bijan Robinson up the middle for 3 yards (tackle by Jordan Whitehead and Quinton Jefferson),3.180,3.040
3,5:52,2,7,NYJ 33,10,8,Desmond Ridder pass complete short right to Jonnu Smith for 9 yards (tackle by Michael Carter and C.J. Mosley),3.040,3.970
3,5:11,1,10,NYJ 24,10,8,Cordarrelle Patterson left tackle for 2 yards (tackle by Tony Adams and Quincy Williams),3.970,3.700
3,4:26,2,8,NYJ 22,10,8,Cordarrelle Patterson left end for -1 yards. Cordarrelle Patterson fumbles (forced by Quinnen Williams),3.700,2.740
3,4:02,3,10,NYJ 24,10,8,Desmond Ridder pass incomplete short right intended for Bijan Robinson,2.740,1.870
3,3:41,4,10,NYJ 24,13,8,Younghoe Koo 42 yard field goal good,1.870,3.000
3,3:38,,,ATL 35,13,8,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,3:38,1,10,NYJ 25,13,8,Tim Boyle pass incomplete short right intended for Jeremy Ruckert,0.610,0.060
3,3:33,2,10,NYJ 25,13,8,"Penalty on Jeremy Ruckert: False Start, 5 yards (accepted) (no play)",0.060,-0.610
3,3:33,2,15,NYJ 20,13,8,Tim Boyle pass incomplete short right intended for Garrett Wilson,-0.610,-1.290
3,3:30,3,15,NYJ 20,13,8,Tim Boyle pass complete short right to Xavier Gipson for 6 yards (tackle by DeAundre Alford and Jessie Bates),-1.290,-1.630
3,2:56,4,9,NYJ 26,13,8,"Thomas Morstead punts 51 yards, recovered by DeAundre Alford at ATL-24, returned by DeAundre Alford for 5 yards (tackle by Chazz Surratt)",-1.630,-0.870
3,2:45,1,10,ATL 29,13,8,Bijan Robinson left end for 4 yards (tackle by Tony Adams and C.J. Mosley),0.870,0.870
3,2:07,2,6,ATL 33,13,8,Desmond Ridder sacked by Jermaine Johnson for -10 yards,0.870,-1.150
3,1:25,3,16,ATL 23,13,8,Desmond Ridder pass incomplete short left intended for KhaDarel Hodge,-1.150,-1.830
3,1:21,4,16,ATL 23,13,8,"Bradley Pinion punts 51 yards, returned by Xavier Gipson for 16 yards (tackle by Andre Smith and Keith Smith)",-1.830,-1.730
3,1:08,1,10,NYJ 42,13,8,Dalvin Cook up the middle for 1 yard (tackle by Lorenzo Carter and Richie Grant),1.730,1.320
3,0:35,2,9,NYJ 43,13,8,Tim Boyle pass deep left intended for Garrett Wilson is intercepted by Jessie Bates at ATL-32 and returned for no gain (tackle by Garrett Wilson),1.320,-1.070
3,0:26,1,10,ATL 32,13,8,Bijan Robinson right end for 3 yards (tackle by Solomon Thomas and C.J. Mosley),1.070,0.930
Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 35,13,8,Bijan Robinson left end for 6 yards (tackle by Tony Adams),0.930,1.030
4,14:32,3,1,ATL 41,13,8,"Penalty on Drew Dalman: False Start, 5 yards (accepted) (no play)",1.030,0.370
4,14:32,,,,,,Timeout #1 by New York Jets,,
4,14:32,3,6,ATL 36,13,8,Desmond Ridder pass complete short right to Kyle Pitts for 10 yards (tackle by Jordan Whitehead),0.370,1.990
4,13:57,1,10,ATL 46,13,8,Tyler Allgeier left tackle for no gain (tackle by Solomon Thomas and Micheal Clemons),1.990,1.450
4,13:28,2,10,ATL 46,13,8,Desmond Ridder pass incomplete short right intended for Drake London,1.450,0.760
4,13:21,3,10,ATL 46,13,8,Desmond Ridder pass incomplete short left intended for Kyle Pitts (defended by D.J. Reed),0.760,-0.320
4,13:16,4,10,ATL 46,13,8,Bradley Pinion punts 35 yards downed by Micah Abernathy,-0.320,-0.150
4,13:06,1,10,NYJ 19,13,8,Trevor Siemian pass complete short right to Tyler Conklin for 16 yards (tackle by Jeff Okudah),0.150,1.270
4,12:32,1,10,NYJ 35,13,8,Breece Hall up the middle for -5 yards (tackle by Lorenzo Carter),1.270,0.120
4,11:54,2,14,NYJ 30,13,8,Trevor Siemian pass incomplete short right intended for Garrett Wilson,0.120,-0.630
4,11:45,3,15,NYJ 30,13,8,Trevor Siemian pass complete short middle to Breece Hall for 4 yards (tackle by Kaden Elliss),-0.630,-1.110
4,11:45,4,11,NYJ 34,13,8,"Penalty on Kaden Elliss: Personal Foul / Defense, 15 yards (accepted) (no play)",-1.110,2.190
4,11:44,1,10,NYJ 49,13,8,Trevor Siemian pass incomplete short right intended for Dalvin Cook (defended by Nathan Landman),2.190,1.650
4,11:29,2,10,NYJ 49,13,8,Dalvin Cook right guard for no gain (tackle by David Onyemata),1.650,0.960
4,10:55,3,10,NYJ 49,13,8,Trevor Siemian pass incomplete short right intended for Jeremy Ruckert (defended by Lorenzo Carter),0.960,-0.130
4,10:53,4,10,NYJ 49,13,8,"Thomas Morstead punts 42 yards, fair catch by DeAundre Alford at ATL-9",-0.130,0.380
4,10:47,1,10,ATL 9,13,8,Desmond Ridder pass incomplete deep right intended for Drake London,-0.380,-0.780
4,10:41,2,10,ATL 9,13,8,Bijan Robinson right end for 5 yards (tackle by Jamien Sherwood and Sauce Gardner),-0.780,-0.840
4,10:00,3,5,ATL 14,13,8,Desmond Ridder pass incomplete deep left intended for Drake London (defended by Michael Carter),-0.840,-2.470
4,9:53,4,5,ATL 14,13,8,"Bradley Pinion punts 42 yards, returned by Xavier Gipson for 8 yards (tackle by DeMarcco Hellams and Keith Smith)",-2.470,-2.390
4,9:42,1,10,ATL 48,13,8,Dalvin Cook right tackle for no gain (tackle by David Onyemata and Bud Dupree),2.390,1.850
4,9:04,2,10,ATL 48,13,8,"Trevor Siemian sacked by Bud Dupree for -5 yards. Trevor Siemian fumbles (forced by Bud Dupree), recovered by Laken Tomlinson at NYJ-42 and returned for 10 yards",1.850,-0.160
4,8:17,3,20,NYJ 42,13,8,Trevor Siemian pass complete short left to Breece Hall for 9 yards (tackle by Kaden Elliss),-0.160,0.000
4,7:47,4,11,ATL 49,13,8,"Thomas Morstead punts 37 yards, fair catch by DeAundre Alford at ATL-12",0.000,0.350
4,7:35,1,10,ATL 12,13,8,Bijan Robinson right end for 2 yards (tackle by Quincy Williams and Solomon Thomas),-0.350,-0.610
4,6:54,2,8,ATL 14,13,8,Bijan Robinson right end for 6 yards (tackle by Jordan Whitehead),-0.610,-0.480
4,6:14,3,2,ATL 20,13,8,Cordarrelle Patterson right end for -1 yards (tackle by Jermaine Johnson),-0.480,-2.140
4,5:32,4,3,ATL 19,13,8,"Bradley Pinion punts 51 yards, fair catch by Xavier Gipson at NYJ-30",-2.140,-0.940
4,5:23,1,10,NYJ 30,13,8,Breece Hall right end for -1 yards (tackle by Kentavius Street),0.940,0.260
4,4:46,2,11,NYJ 29,13,8,Trevor Siemian pass complete short middle to Jeremy Ruckert for 12 yards (tackle by Jessie Bates),0.260,1.660
4,4:10,1,10,NYJ 41,13,8,Trevor Siemian scrambles right end for 8 yards (tackle by Kaden Elliss),1.660,2.200
4,3:33,2,2,NYJ 49,13,8,Breece Hall left tackle for 3 yards (tackle by Jessie Bates),2.200,2.390
4,2:54,1,10,ATL 48,13,8,"Trevor Siemian pass incomplete short right ATL challenged the fumble ruling, and the original play was overturned. Trevor Siemian sacked by Richie Grant for no gain. Trevor Siemian fumbles (forced by Richie Grant), recovered by Andre Smith at ATL-47",2.390,-2.060
4,2:47,1,10,ATL 47,13,8,Tyler Allgeier left tackle for 3 yards (tackle by Quincy Williams),2.060,1.920
4,2:41,,,,,,Timeout #2 by New York Jets,,
4,2:41,2,7,ATL 50,13,8,Tyler Allgeier left tackle for no gain (tackle by Quinnen Williams and Quinton Jefferson),1.920,1.220
4,2:34,,,,,,Timeout #3 by New York Jets,,
4,2:34,3,7,ATL 50,13,8,Desmond Ridder sacked by Quinton Jefferson for -2 yards,1.220,-0.190
4,2:00,4,9,ATL 48,13,8,"Bradley Pinion punts 45 yards, fair catch by Xavier Gipson at NYJ-7",-0.190,0.380
4,1:53,1,10,NYJ 7,13,8,Trevor Siemian pass incomplete deep right intended for Tyler Conklin,-0.380,-0.780
4,1:49,2,10,NYJ 7,13,8,Trevor Siemian pass incomplete deep left intended for Tyler Conklin,-0.780,-1.420
4,1:43,3,10,NYJ 7,13,8,"Trevor Siemian pass incomplete short left intended for Garrett Wilson. Penalty on Clark Phillips: Defensive Holding, 5 yards (accepted) (no play)",-1.420,-0.350
4,1:39,1,10,NYJ 12,13,8,Trevor Siemian pass complete deep right to Xavier Gipson for 25 yards (tackle by Jessie Bates),-0.350,1.400
4,1:34,1,10,NYJ 37,13,8,Trevor Siemian pass incomplete deep middle intended for Xavier Gipson,1.400,0.860
4,1:28,2,10,NYJ 37,13,8,Trevor Siemian pass incomplete short left intended for Breece Hall,0.860,0.170
4,1:24,3,10,NYJ 37,13,8,"Trevor Siemian sacked by Arnold Ebiketie for -7 yards. Trevor Siemian fumbles (forced by Arnold Ebiketie), recovered by Carter Warren at NYJ-30",0.170,-1.370
4,0:47,4,17,NYJ 30,13,8,"Trevor Siemian pass incomplete short left. Penalty on Joe Tippmann: Offensive Holding, 10 yards (declined)",-1.370,-3.580
4,0:42,1,10,NYJ 30,13,8,Desmond Ridder kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
