Quarter,Time,Down,ToGo,Location,WAS,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Commanders to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,WAS 25,0,0,Sam Howell pass incomplete short left intended for Curtis Samuel,0.610,0.060
1,14:57,2,10,WAS 25,0,0,Sam Howell pass short left intended for Logan Thomas is intercepted by Tony Adams at WAS-29 and returned for 5 yards (tackle by Dyami Brown),0.060,-3.970
1,14:50,1,10,WAS 24,0,0,Trevor Siemian pass complete short right to Breece Hall for 15 yards (tackle by Daron Payne),3.970,5.140
1,14:11,1,9,WAS 9,0,0,Trevor Siemian pass complete short middle to Garrett Wilson for 1 yard (tackle by Percy Butler),5.140,4.570
1,13:41,2,8,WAS 8,0,0,Trevor Siemian pass complete short left to Xavier Gipson for 1 yard (tackle by Benjamin St-Juste),4.570,3.810
1,13:08,3,7,WAS 7,0,0,Trevor Siemian pass incomplete short right intended for Garrett Wilson (defended by Kendall Fuller),3.810,2.970
1,13:03,4,7,WAS 7,0,3,Greg Zuerlein 25 yard field goal good,2.970,3.000
1,13:00,,,NYJ 35,0,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,13:00,1,10,WAS 25,0,3,Sam Howell pass incomplete deep middle intended for Jahan Dotson,0.610,0.060
1,12:55,2,10,WAS 25,0,3,Antonio Gibson left tackle for 3 yards (tackle by Jermaine Johnson and Solomon Thomas),0.060,-0.230
1,12:14,3,7,WAS 28,0,3,"Sam Howell sacked by and Jordan Whitehead for -13 yards and John Franklin-Myers for -13 yards Penalty on WAS: Illegal Formation, 5 yards (declined)",-0.230,-2.440
1,12:08,4,20,WAS 15,0,3,"Penalty on Christian Holmes: False Start, 5 yards (accepted) (no play)",-2.440,-2.490
1,12:01,4,25,WAS 10,0,3,blocked by Jermaine Johnson,-2.490,-5.140
1,11:55,1,9,WAS 9,0,3,Breece Hall up the middle for 1 yard (tackle by Daron Payne and Jonathan Allen),5.140,4.570
1,11:34,2,8,WAS 8,0,3,Trevor Siemian pass incomplete short right,4.570,3.580
1,11:29,3,8,WAS 8,0,9,"Trevor Siemian pass complete short left to Jason Brownlee for 8 yards, touchdown",3.580,7.000
1,11:26,,,WAS 15,0,10,Greg Zuerlein kicks extra point good,0.000,0.000
1,11:26,,,NYJ 35,0,10,"Greg Zuerlein kicks off 65 yards, recovered by Byron Pringle at WAS-3 (tackle by Irvin Charles and Justin Hardee)",0.000,-0.380
1,11:20,1,10,WAS 9,0,10,Antonio Gibson right tackle for 2 yards (tackle by Bryce Huff and Quincy Williams),-0.380,-0.630
1,10:45,2,8,WAS 11,0,10,Sam Howell pass incomplete deep right,-0.630,-1.190
1,10:37,3,8,WAS 11,0,10,Sam Howell pass incomplete short left intended for Byron Pringle (defended by Jermaine Johnson),-1.190,-2.490
1,10:28,4,8,WAS 11,0,10,"Tress Way punts 36 yards downed by Christian Holmes. Penalty on Christian Holmes: Illegal Touch Kick, 5 yards (accepted)",-2.490,-2.790
1,10:18,1,10,WAS 42,0,10,Trevor Siemian pass complete short left to Garrett Wilson for 6 yards (tackle by Phidarian Mathis),2.790,3.050
1,9:44,2,4,WAS 36,0,16,"Breece Hall left tackle for 36 yards, touchdown",3.050,7.000
1,9:37,,,WAS 15,0,17,Greg Zuerlein kicks extra point good,0.000,0.000
1,9:37,,,NYJ 35,0,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,9:37,1,10,WAS 25,0,17,Sam Howell pass complete short right to Curtis Samuel for 16 yards (tackle by Sauce Gardner),0.610,1.660
1,8:59,1,10,WAS 41,0,17,Chris Rodriguez right tackle for 3 yards (tackle by Quinnen Williams),1.660,1.530
1,8:26,2,7,WAS 44,0,17,Chris Rodriguez right end for 11 yards (tackle by Will McDonald and Tony Adams),1.530,2.590
1,7:51,1,10,NYJ 45,0,17,Sam Howell pass incomplete short left intended for John Bates,2.590,2.040
1,7:46,2,10,NYJ 45,0,17,Sam Howell pass incomplete deep right intended for Byron Pringle,2.040,1.360
1,7:40,3,10,NYJ 45,0,17,Sam Howell pass incomplete short right intended for Curtis Samuel (defended by Bryce Huff),1.360,0.270
1,7:36,4,10,NYJ 45,0,17,"Tress Way punts 34 yards, fair catch by Xavier Gipson at NYJ-11",0.270,0.370
1,7:31,1,10,NYJ 11,0,17,Breece Hall right tackle for 8 yards (tackle by John Ridgeway and Percy Butler),-0.370,0.170
1,6:46,2,2,NYJ 19,0,17,Breece Hall up the middle for 3 yards (tackle by Cody Barton and Daron Payne),0.170,0.410
1,6:10,1,10,NYJ 22,0,17,Trevor Siemian pass complete short left to Tyler Conklin for 10 yards (tackle by David Mayo),0.410,1.070
1,5:30,1,10,NYJ 32,0,17,Trevor Siemian pass incomplete short left intended for Garrett Wilson (defended by Benjamin St-Juste),1.070,0.530
1,5:26,2,10,NYJ 32,0,17,Israel Abanikanda right end for 12 yards (tackle by Percy Butler and David Mayo),0.530,1.860
1,4:50,1,10,NYJ 44,0,17,Trevor Siemian scrambles left tackle for 13 yards (tackle by Cody Barton),1.860,2.720
1,4:12,1,10,WAS 43,0,17,Israel Abanikanda right end for 3 yards (tackle by Kendall Fuller and K.J. Henry),2.720,2.580
1,3:32,2,7,WAS 40,0,17,Trevor Siemian pass complete short left to Tyler Conklin for 5 yards (tackle by K.J. Henry and Khaleke Hudson),2.580,2.540
1,2:48,3,2,WAS 35,0,17,Breece Hall left tackle for 1 yard (tackle by Jonathan Allen and Daron Payne),2.540,1.100
1,2:10,4,1,WAS 34,0,17,Tyler Conklin up the middle for no gain (tackle by Quan Martin),1.100,-1.200
1,2:02,1,10,WAS 34,0,17,Sam Howell pass complete short left to Terry McLaurin for 13 yards (tackle by Tony Adams),1.200,2.060
1,1:27,1,10,WAS 47,0,17,Chris Rodriguez up the middle for no gain (tackle by Carl Lawson and Micheal Clemons),2.060,1.520
1,0:50,2,10,WAS 47,0,17,Sam Howell pass complete short left to Chris Rodriguez for 7 yards (tackle by D.J. Reed),1.520,1.750
1,0:10,3,3,NYJ 46,0,17,Sam Howell pass incomplete short left intended for Terry McLaurin (defended by Quincy Williams),1.750,0.200
1,0:05,4,3,NYJ 46,0,17,Tress Way punts 40 yards downed by Dyami Brown,0.200,0.380
Quarter,Time,Down,ToGo,Location,WAS,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 6,0,17,Breece Hall right guard for 4 yards (tackle by John Ridgeway),-0.380,-0.490
2,14:23,2,6,NYJ 10,0,17,Breece Hall right tackle for 2 yards (tackle by James Smith-Williams),-0.490,-0.720
2,13:47,3,4,NYJ 12,0,17,"Trevor Siemian pass incomplete short right intended for Garrett Wilson. Penalty on Benjamin St-Juste: Defensive Holding, 5 yards (accepted) (no play)",-0.720,-0.060
2,13:41,1,10,NYJ 17,0,17,Trevor Siemian pass incomplete short right intended for Kenny Yeboah,-0.060,-0.580
2,13:37,2,10,NYJ 17,0,17,Trevor Siemian pass incomplete short left intended for Garrett Wilson (defended by Kendall Fuller),-0.580,-1.250
2,13:33,3,10,NYJ 17,0,17,Trevor Siemian pass complete short left to Garrett Wilson for 16 yards (tackle by Cody Barton),-1.250,1.140
2,12:55,1,10,NYJ 33,0,17,Garrett Wilson right end for -8 yards (tackle by James Smith-Williams and Quan Martin),1.140,-0.490
2,12:14,2,18,NYJ 25,0,17,"Trevor Siemian pass incomplete short middle. Penalty on Garrett Wilson: Offensive Offside, 5 yards (declined) . Penalty on Trevor Siemian: Intentional Grounding, 10 yards (accepted)",-0.490,-3.130
2,12:10,3,28,NYJ 15,0,17,"Breece Hall left end for 6 yards (tackle by Kendall Fuller). Penalty on Mekhi Becton: Offensive Holding, 10 yards (declined)",-3.130,-1.960
2,11:55,4,22,NYJ 21,0,17,"Thomas Morstead punts 51 yards, returned by Jamison Crowder for 24 yards. Jamison Crowder fumbles, recovered by Ashtyn Davis at NYJ-47",-1.960,2.060
2,11:39,1,10,NYJ 47,0,17,Breece Hall left end for 2 yards (tackle by Kendall Fuller),2.060,1.790
2,11:05,2,8,NYJ 49,0,17,"Trevor Siemian pass incomplete intended for Garrett Wilson. Penalty on Benjamin St-Juste: Defensive Pass Interference, 32 yards (accepted) (no play)",1.790,4.310
2,10:59,1,10,WAS 19,0,17,Breece Hall right end for 9 yards (tackle by Cody Barton),4.310,5.360
2,10:12,,,,,,Timeout #1 by New York Jets,,
2,10:12,2,1,WAS 10,0,17,Trevor Siemian pass complete short right to Garrett Wilson for 6 yards (tackle by Percy Butler and Khaleke Hudson),5.360,6.280
2,9:35,1,4,WAS 4,0,17,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",6.280,5.140
2,9:25,1,9,WAS 9,0,17,Trevor Siemian pass incomplete short left intended for Breece Hall,5.140,4.380
2,9:20,2,9,WAS 9,0,17,Trevor Siemian pass incomplete short left intended for Tyler Conklin (defended by Kamren Curl),4.380,3.360
2,9:17,3,9,WAS 9,0,17,Trevor Siemian pass incomplete short middle intended for Tyler Conklin,3.360,2.830
2,9:13,4,9,WAS 9,0,20,Greg Zuerlein 27 yard field goal good,2.830,3.000
2,9:10,,,NYJ 35,0,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,9:10,1,10,WAS 25,0,20,Antonio Gibson right guard for 11 yards (tackle by Jordan Whitehead),0.610,1.330
2,8:34,1,10,WAS 36,0,20,Antonio Gibson left end for -4 yards (tackle by Quincy Williams),1.330,0.250
2,7:48,2,14,WAS 32,0,20,Sam Howell pass complete short right to Logan Thomas for 7 yards (tackle by Sauce Gardner),0.250,0.500
2,7:06,3,7,WAS 39,0,20,Sam Howell pass incomplete deep left,0.500,-0.780
2,6:58,4,7,WAS 39,0,20,"Tress Way punts 44 yards, fair catch by Xavier Gipson at NYJ-17",-0.780,0.060
2,6:51,1,10,NYJ 17,0,20,"Trevor Siemian aborted snap, recovered by Casey Toohill at NYJ-12",-0.060,-4.780
2,6:48,1,10,NYJ 12,6,20,"Chris Rodriguez left guard for 12 yards, touchdown",4.780,7.000
2,6:38,,,NYJ 15,7,20,Joey Slye kicks extra point good,0.000,0.000
2,6:38,,,WAS 35,7,20,"Joey Slye kicks off 66 yards, returned by Xavier Gipson for 30 yards (tackle by Jabril Cox)",0.000,0.870
2,6:31,1,10,NYJ 29,7,20,Israel Abanikanda right end for no gain (tackle by Khaleke Hudson and David Mayo),0.870,0.330
2,5:55,2,10,NYJ 29,7,20,Trevor Siemian pass complete short left to Garrett Wilson for 7 yards (tackle by Percy Butler),0.330,0.560
2,5:21,3,3,NYJ 36,7,20,Trevor Siemian pass incomplete short right intended for Breece Hall,0.560,-0.980
2,5:17,4,3,NYJ 36,7,20,"Penalty on Tariq Castro-Fields: Encroachment, 5 yards (accepted) (no play)",-0.980,1.660
2,5:17,1,10,NYJ 41,7,20,Israel Abanikanda right tackle for 1 yard (tackle by Jonathan Allen),1.660,1.260
2,4:44,2,9,NYJ 42,7,20,Trevor Siemian pass complete short left to Garrett Wilson for 15 yards (tackle by Percy Butler and Cody Barton),1.260,2.720
2,4:02,1,10,WAS 43,7,20,Trevor Siemian pass complete short left to Garrett Wilson for 9 yards (tackle by Benjamin St-Juste),2.720,3.390
2,3:19,2,1,WAS 34,7,20,Israel Abanikanda left end for 4 yards (tackle by Cody Barton and David Mayo),3.390,3.580
2,2:46,1,10,WAS 30,7,20,Israel Abanikanda right end for 7 yards (tackle by Terrell Burgess),3.580,4.050
2,2:00,2,2,WAS 23,7,20,Breece Hall left guard for 6 yards (tackle by Terrell Burgess),4.050,4.440
2,1:51,,,,,,Timeout #1 by Washington Commanders,,
2,1:51,1,10,WAS 17,7,20,Trevor Siemian pass complete short right to Breece Hall for 15 yards (tackle by Quan Martin),4.440,6.740
2,1:42,,,,,,Timeout #2 by Washington Commanders,,
2,1:42,1,2,WAS 2,7,26,"Breece Hall right end for 2 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",6.740,7.000
2,1:35,,,WAS 15,7,27,Greg Zuerlein kicks extra point good,0.000,0.000
2,1:35,,,NYJ 35,7,27,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,1:35,1,10,WAS 25,7,27,Sam Howell pass incomplete short left intended for Curtis Samuel (defended by Michael Carter),0.610,0.060
2,1:32,2,10,WAS 25,7,27,Sam Howell pass incomplete short right intended for Antonio Gibson (defended by Michael Carter),0.060,-0.620
2,1:27,3,10,WAS 25,7,27,Sam Howell pass complete short left to Terry McLaurin for 8 yards (tackle by Michael Carter),-0.620,-1.180
2,1:16,,,,,,Timeout #2 by New York Jets,,
2,1:16,4,2,WAS 33,7,27,"Tress Way punts 45 yards, fair catch by Xavier Gipson at NYJ-22",-1.180,-0.410
2,1:10,1,10,NYJ 22,7,27,"Trevor Siemian pass complete to Breece Hall for no gain. Penalty on Garrett Wilson: Offensive Offside, 5 yards (accepted) (no play)",0.410,-0.120
2,1:05,1,15,NYJ 17,7,27,Trevor Siemian pass complete short left to Garrett Wilson for 5 yards (tackle by Khaleke Hudson),-0.120,-0.130
2,0:58,2,10,NYJ 22,7,27,Trevor Siemian pass complete short left to Breece Hall for 12 yards (tackle by Khaleke Hudson and Benjamin St-Juste),-0.130,1.200
2,0:49,1,10,NYJ 34,7,27,"Penalty on Trevor Siemian: Delay of Game, 5 yards (accepted) (no play)",1.200,0.870
2,0:49,1,15,NYJ 29,7,27,"Trevor Siemian pass incomplete short right. Penalty on Trevor Siemian: Intentional Grounding, 25 yards (accepted)",0.870,-2.970
2,0:23,2,40,NYJ 4,7,27,Breece Hall up the middle for 3 yards (tackle by Quan Martin),-2.970,-4.580
Quarter,Time,Down,ToGo,Location,WAS,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,7,27,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,7,27,Breece Hall left tackle for no gain (tackle by Cody Barton and David Mayo),0.610,0.060
3,14:23,2,10,NYJ 25,7,27,Trevor Siemian pass complete short left to Tyler Conklin for 13 yards (tackle by Kamren Curl),0.060,1.470
3,13:48,1,10,NYJ 38,7,27,Breece Hall left guard for 4 yards (tackle by Khaleke Hudson and Kamren Curl),1.470,1.460
3,13:09,2,6,NYJ 42,7,27,Breece Hall left guard for -1 yards (tackle by David Mayo),1.460,0.630
3,12:30,3,7,NYJ 41,7,27,Trevor Siemian pass complete short left to Breece Hall for 1 yard (tackle by Khaleke Hudson),0.630,-0.590
3,11:55,4,6,NYJ 42,7,27,"Thomas Morstead punts 46 yards, returned by Jamison Crowder for no gain (tackle by Irvin Charles). Penalty on Dyami Brown: Offensive Holding, 6 yards (accepted)",-0.590,0.380
3,11:45,1,10,WAS 6,7,27,Antonio Gibson up the middle for 4 yards (tackle by Quincy Williams and Jordan Whitehead),-0.380,-0.490
3,11:14,2,6,WAS 10,7,27,Sam Howell pass complete short right to Logan Thomas for 5 yards (tackle by C.J. Mosley),-0.490,-0.370
3,10:19,3,1,WAS 15,7,27,"Sam Howell pass incomplete short left intended for Curtis Samuel (defended by Ashtyn Davis). Penalty on Jahan Dotson: Offensive Offside, 5 yards (declined)",-0.370,-2.440
3,10:15,4,1,WAS 15,7,27,Tress Way punts 46 yards downed by Dyami Brown,-2.440,-1.530
3,10:05,1,10,NYJ 39,7,27,Trevor Siemian pass incomplete short left intended for Tyler Conklin,1.530,0.990
3,10:01,2,10,NYJ 39,7,27,Israel Abanikanda right end for 7 yards (tackle by David Mayo),0.990,1.220
3,9:22,3,3,NYJ 46,7,27,Trevor Siemian pass incomplete short right intended for Xavier Gipson,1.220,-0.320
3,9:19,4,3,NYJ 46,7,27,"Thomas Morstead punts 54 yards, touchback.",-0.320,-0.280
3,9:11,1,10,WAS 20,7,27,Sam Howell pass incomplete short right,0.280,-0.270
3,9:04,2,10,WAS 20,7,27,Chris Rodriguez up the middle for 4 yards (tackle by Quincy Williams and C.J. Mosley),-0.270,-0.430
3,8:11,3,6,WAS 24,7,27,"Sam Howell pass incomplete intended for Terry McLaurin. Penalty on Brandin Echols: Illegal Contact, 5 yards (accepted) (no play)",-0.430,0.870
3,8:11,1,10,WAS 29,7,27,Sam Howell pass incomplete short left intended for Jamison Crowder,0.870,0.330
3,8:07,2,10,WAS 29,7,27,Sam Howell pass short right intended for Curtis Samuel is intercepted by Quincy Williams at WAS-33 and returned for 11 yards (tackle by Cornelius Lucas and Trenton Scott),0.330,-4.110
3,8:00,1,10,WAS 22,7,27,Xavier Gipson right end for 16 yards (tackle by Khaleke Hudson and Benjamin St-Juste),4.110,5.830
3,7:35,1,6,WAS 6,7,27,Breece Hall right guard for no gain (tackle by Daron Payne and Khaleke Hudson),5.830,4.950
3,6:54,2,6,WAS 6,7,27,"Trevor Siemian pass short left intended for Jason Brownlee is intercepted by Cody Barton at WAS-4 and returned for 52 yards (tackle by Jason Brownlee). Penalty on Jason Brownlee: Horse Collar Tackle, 15 yards (accepted)",4.950,-3.640
3,6:43,1,10,NYJ 29,7,27,Antonio Gibson up the middle for 1 yard (tackle by Jalyn Holmes),3.640,3.240
3,6:06,2,9,NYJ 28,7,27,"Penalty on Antonio Gibson: False Start, 5 yards (accepted) (no play)",3.240,2.560
3,5:46,2,14,NYJ 33,7,27,Jacoby Brissett scrambles right end for 10 yards (tackle by Jalyn Holmes),2.560,3.200
3,5:06,3,4,NYJ 23,7,27,Jacoby Brissett pass complete short right to Jahan Dotson for 10 yards (tackle by Quincy Williams),3.200,4.710
3,4:23,1,10,NYJ 13,7,27,Jacoby Brissett pass incomplete short left intended for Jahan Dotson (defended by Michael Carter),4.710,4.050
3,4:17,2,10,NYJ 13,7,27,Curtis Samuel left end for -2 yards (tackle by Quincy Williams),4.050,3.030
3,3:31,3,12,NYJ 15,13,27,"Jacoby Brissett pass complete short left to Logan Thomas for 15 yards, touchdown",3.030,7.000
3,3:26,,,NYJ 15,14,27,Joey Slye kicks extra point good,0.000,0.000
3,3:26,,,WAS 35,14,27,"Joey Slye kicks off 65 yards, returned by Xavier Gipson for 27 yards (tackle by David Mayo and Christian Holmes)",0.000,0.740
3,3:20,1,10,NYJ 27,14,27,Israel Abanikanda right guard for 3 yards (tackle by Khaleke Hudson and Emmanuel Forbes),0.740,0.600
3,2:43,2,7,NYJ 30,14,27,Israel Abanikanda left tackle for 6 yards (tackle by Khaleke Hudson and John Ridgeway),0.600,0.700
3,2:07,3,1,NYJ 36,14,27,Breece Hall right end for 4 yards (tackle by Cody Barton and Quan Martin),0.700,1.600
3,1:30,1,10,NYJ 40,14,27,"Penalty on Tyler Conklin: False Start, 5 yards (accepted) (no play)",1.600,1.270
3,1:10,1,15,NYJ 35,14,27,"Breece Hall for no gain. Penalty on Joe Tippmann: Offensive Holding, 10 yards (accepted) (no play)",1.270,0.610
3,0:52,1,25,NYJ 25,14,27,Trevor Siemian pass complete short right to Breece Hall for 3 yards (tackle by Emmanuel Forbes),0.610,-0.570
3,0:13,2,22,NYJ 28,14,27,Trevor Siemian pass complete short right to Breece Hall for 6 yards (tackle by Khaleke Hudson),-0.570,-0.430
Quarter,Time,Down,ToGo,Location,WAS,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,NYJ 34,14,27,Trevor Siemian pass complete short right to Breece Hall for 6 yards (tackle by Kamren Curl),-0.430,-0.720
4,14:24,4,10,NYJ 40,14,27,"Thomas Morstead punts 51 yards, returned by Jamison Crowder for 14 yards (tackle by Kenny Yeboah)",-0.720,-0.480
4,14:10,1,10,WAS 23,14,27,Jacoby Brissett pass complete short middle to Logan Thomas for 4 yards (tackle by C.J. Mosley),0.480,0.470
4,13:35,2,6,WAS 27,14,27,Jacoby Brissett pass complete short left to John Bates for 3 yards (tackle by Quincy Williams),0.470,0.170
4,12:51,3,3,WAS 30,14,27,Jacoby Brissett pass complete short right to Antonio Gibson for 2 yards (tackle by John Franklin-Myers and C.J. Mosley),0.170,-1.240
4,12:05,4,1,WAS 32,14,27,Curtis Samuel right end for 6 yards (tackle by John Franklin-Myers),-1.240,1.470
4,11:23,1,10,WAS 38,14,27,Jacoby Brissett pass incomplete short left intended for Terry McLaurin,1.470,0.920
4,11:19,2,10,WAS 38,14,27,Jacoby Brissett pass complete short right to Terry McLaurin for 29 yards (tackle by Tony Adams),0.920,3.380
4,10:30,1,10,NYJ 33,14,27,Jacoby Brissett pass complete short right to John Bates for 11 yards (tackle by Ashtyn Davis),3.380,4.110
4,9:47,1,10,NYJ 22,14,27,"Jacoby Brissett pass incomplete intended for Jahan Dotson. Penalty on D.J. Reed: Defensive Pass Interference, 21 yards (accepted) (no play)",4.110,6.970
4,9:41,1,1,NYJ 1,14,27,Jacoby Brissett pass incomplete short left intended for John Bates,6.970,5.910
4,9:36,2,1,NYJ 1,20,27,"Chris Rodriguez up the middle for 1 yard, touchdown",5.910,7.000
4,9:33,,,NYJ 15,21,27,Joey Slye kicks extra point good,0.000,0.000
4,9:33,,,WAS 35,21,27,"Joey Slye kicks off 68 yards, returned by Xavier Gipson for 25 yards (tackle by Terrell Burgess)",0.000,0.410
4,9:27,1,10,NYJ 22,21,27,Trevor Siemian pass complete short left to Breece Hall for 14 yards (tackle by Kamren Curl),0.410,1.330
4,8:53,1,10,NYJ 36,21,27,Breece Hall right end for no gain (tackle by K.J. Henry),1.330,0.790
4,8:11,2,10,NYJ 36,21,27,Trevor Siemian pass incomplete short right intended for Garrett Wilson,0.790,0.100
4,8:08,3,10,NYJ 36,21,27,Trevor Siemian pass incomplete deep right intended for Allen Lazard,0.100,-0.980
4,8:03,4,10,NYJ 36,21,27,"Thomas Morstead punts 47 yards, fair catch by Jamison Crowder at WAS-17",-0.980,0.060
4,7:55,1,10,WAS 17,21,27,"Jacoby Brissett pass incomplete intended for Curtis Samuel. Penalty on Sauce Gardner: Defensive Pass Interference, 20 yards (accepted) (no play)",-0.060,1.400
4,7:49,1,10,WAS 37,21,27,"Penalty on Cornelius Lucas: False Start, 5 yards (accepted) (no play)",1.400,1.070
4,7:49,1,15,WAS 32,21,27,Chris Rodriguez left guard for 11 yards (tackle by Michael Carter),1.070,1.670
4,7:11,2,4,WAS 43,21,27,Chris Rodriguez left guard for 16 yards (tackle by Tony Adams and Jordan Whitehead),1.670,2.850
4,6:40,1,10,NYJ 41,21,27,"Jacoby Brissett pass complete deep right to Jahan Dotson for 21 yards (tackle by D.J. Reed). Penalty on C.J. Mosley: Face Mask (15 Yards), 9 yards (accepted)",2.850,4.840
4,6:19,1,10,NYJ 11,21,27,Antonio Gibson up the middle for 9 yards (tackle by Bryce Huff),4.840,5.850
4,5:36,2,1,NYJ 2,21,27,Jacoby Brissett pass complete short right to John Bates for no gain (tackle by Tony Adams),5.850,5.120
4,4:55,3,1,NYJ 2,27,27,"Antonio Gibson up the middle for 2 yards, touchdown",5.120,7.000
4,4:52,,,NYJ 15,28,27,Joey Slye kicks extra point good,0.000,0.000
4,4:52,,,WAS 35,28,27,"Penalty on Brandin Echols: Defensive Offside, 5 yards (accepted) (no play)",0.000,0.000
4,4:52,,,WAS 40,28,27,"Joey Slye kicks off 60 yards, touchback.",0.000,0.610
4,4:52,1,10,NYJ 25,28,27,Trevor Siemian pass complete short middle to Breece Hall for 6 yards (tackle by Khaleke Hudson),0.610,0.870
4,4:26,2,4,NYJ 31,28,27,Trevor Siemian pass incomplete short left intended for Garrett Wilson (defended by Khaleke Hudson),0.870,0.170
4,4:20,3,4,NYJ 31,28,27,Trevor Siemian pass complete short left to Breece Hall for 3 yards (tackle by Cody Barton),0.170,-1.110
4,3:55,4,1,NYJ 34,28,27,Trevor Siemian up the middle for 2 yards (tackle by James Smith-Williams),-1.110,1.330
4,3:24,1,10,NYJ 36,28,27,Trevor Siemian pass complete short right to Garrett Wilson for 11 yards (tackle by Kendall Fuller),1.330,2.060
4,2:42,1,10,NYJ 47,28,27,"Trevor Siemian pass incomplete intended for Breece Hall. Penalty on Mekhi Becton: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
4,2:34,1,20,NYJ 37,28,27,Trevor Siemian pass incomplete short right,1.400,0.170
4,2:28,2,20,NYJ 37,28,27,Trevor Siemian pass incomplete deep left intended for Breece Hall (defended by Khaleke Hudson),0.170,-0.490
4,2:22,3,20,NYJ 37,28,27,Trevor Siemian pass incomplete short middle intended for Breece Hall,-0.490,-0.910
4,2:16,4,20,NYJ 37,28,27,"Thomas Morstead punts 43 yards, returned by Jamison Crowder for 5 yards (tackle by Jamien Sherwood)",-0.910,-0.610
4,2:07,1,10,WAS 25,28,27,Chris Rodriguez up the middle for -1 yards (tackle by John Franklin-Myers and C.J. Mosley),0.610,-0.070
4,2:00,2,11,WAS 24,28,27,Chris Rodriguez left guard for 1 yard (tackle by Quinnen Williams),-0.070,-0.620
4,1:55,,,,,,Timeout #1 by New York Jets,,
4,1:55,3,10,WAS 25,28,27,Antonio Gibson up the middle for 2 yards (tackle by Jermaine Johnson and Quincy Williams),-0.620,-1.570
4,1:49,,,,,,Timeout #2 by New York Jets,,
4,1:49,4,8,WAS 27,28,27,"Tress Way punts 49 yards, returned by Xavier Gipson for 9 yards (tackle by Terrell Burgess)",-1.570,-1.140
4,1:41,1,10,NYJ 33,28,27,Trevor Siemian pass complete short middle to Tyler Conklin for 8 yards (tackle by Cody Barton),1.140,1.670
4,1:21,2,2,NYJ 41,28,27,Trevor Siemian pass complete short middle to Breece Hall for 1 yard (tackle by Quan Martin),1.670,1.090
4,1:07,,,,,,Timeout #1 by Washington Commanders,,
4,1:07,3,1,NYJ 42,28,27,Breece Hall left end for 5 yards (tackle by Khaleke Hudson),1.090,2.060
4,0:46,1,10,NYJ 47,28,27,Trevor Siemian pass complete short right to Breece Hall for 14 yards (tackle by Khaleke Hudson),2.060,2.980
4,0:21,1,10,WAS 39,28,27,Trevor Siemian pass incomplete short right intended for Jason Brownlee (defended by Kendall Fuller),2.980,2.440
4,0:19,2,10,WAS 39,28,27,Trevor Siemian scrambles for 3 yards (tackle by Jonathan Allen),2.440,2.150
4,0:13,,,,,,Timeout #3 by New York Jets,,
4,0:13,3,7,WAS 36,28,27,Trevor Siemian pass incomplete short left intended for Garrett Wilson,2.150,0.880
4,0:10,4,7,WAS 36,28,30,Greg Zuerlein 54 yard field goal good,0.880,3.000
4,0:05,,,NYJ 35,28,30,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,0:05,1,10,WAS 25,28,30,Jacoby Brissett pass complete short right to Logan Thomas for 5 yards (tackle by C.J. Mosley),0.610,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
